Year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2010,62.52224956976396,61.067087229826484,19.990158075992955,1.3107067757284272,13.176192533748022,1.1065017610877288,14.450786840267936,25.359380714494705,0.014836125673582348,0.05810718619091892,6.506598992813251,2.855523855086092,1.0601023995667336,4.933314070246613,5.540731543156803,57.28951549822149,3.6557365993441757,1.9890929460050728,0.9030939123078425,2.2121708544612217,37.75268882573296,39.36311692550775,8.953279724543021,254.43533776032336,120.29833814046152,182.15093444222256,2.194254713232701,30.647049122374842,26.865714815343466,25.851288712329215,36.69239693852867
2011,0.04989258963327948,2.520656865378981,2.348329449449029,8.525951465543866,47.97535600959012,26.868524211460933,13.903038022118535,55.15528709653741,25.29998978642102,5.381814420739996,0.31190969120589085,8.337328528903335,75.31322455628998,47.720183871730335,5.799811197444238,97.25147397028223,157.21452425896103,75.96527645977628,114.95846241635718,18.492698847907523,5.533442200787851,45.934466324007275,7.118226721963465,5.4350518021400065,11.12707868415995,8.901793893342367,42.10290303947026,24.283371617129422,4.218247616817365,16.412995474154048,32.002960078826085
2012,54.64145558848341,1.7225299653304245,17.693712917765975,18.35117357353091,10.67767702678759,22.385840476879427,3.329842310662267,6.10095816890545,2.483236262266642,0.2467739356694153,4.5840031061192255,2.3293451427456806,0.8750080842889307,4.071397226751932,1.9507345549391042,5.130258336737284,22.153340399662476,96.2451682415379,28.011384168370363,0.7724084459551608,3.6210912972157985,21.527855904855038,9.582385992710845,6.094648914247879,7.946710315890098,68.73859543978585,29.273830308919877,39.84954714277465,19.37522858138838,38.48582910505838,133.11175042511618
2013,4.715319833277607,6.055756943049463,38.23582886888678,6.706409387942117,0.27054592057823407,0.9281890787076212,10.371705559723056,0.44454501516422684,4.233672863323181,27.233647401806703,41.282873593930894,78.13025408428896,30.494054504467094,0.7934037332408954,16.55725138777141,80.59274393760937,68.20489939580615,5.196177097960521,128.98651613421998,40.660546736861775,9.570963714860422,28.154073559629268,231.78430199622355,25.794575780133243,0.4100494528402562,5.784094127752751,2.3263200683394056,6.641347270073104,0.08940587627870951,3.688975074388385,120.74096881815389
2014,3.43161900889381,0.5050028138020385,4.723128248798909,0.9097903696532518,1.153925701363361,1.0073060603981314,12.321322778528474,7.8904861637952415,18.532842642727527,4.925741382709351,13.65341490543474,27.344689844750388,29.559659916662884,12.113085936202443,38.545310259547236,27.463036756312544,2.251510617251889,3.2271686051058026,1.539011513763254,7.240957426558964,30.210319047244766,134.16226627161353,88.42055870341356,1.6301965148804753,2.6495783879767125,0.46291791254702175,37.517148021056265,77.24082312850148,159.73310758457364,154.25990472586867,163.4724813123745
2015,1.0975002558210902,0.663586143139737,0.20013828694571986,0.023084241242692528,0.0,0.0955468006251589,1.2069023350619164,1.5056517303285584,1.892929843067178,0.5975151007782691,0.26946015969534187,1.7716303549139474,1.0234852865849444,0.5701250963114426,0.3973646805645993,0.679043289943583,0.44472013860701376,0.386225470547376,15.627531959319374,20.585683667804915,144.41711254462504,18.833288029812376,28.460028279293365,18.144754340959004,15.99614713777235,11.342649044244137,38.87010695421887,43.95551655883049,92.8714860978844,20.630700501404,0.6923586114763051
2016,35.89658877489306,107.0933676955943,121.12312113169764,43.1634337119978,43.290035249553895,7.715215964439343,3.204670837788353,24.511558501350816,77.08292381601792,142.35868087712063,100.77148307260123,7.34392265476468,0.8095276654672444,0.5918845004886751,0.07664044448469556,0.22228169665576344,3.277533698978,38.07223636899608,28.838755624856116,3.1085349043066364,13.717029697360418,83.39013400972593,9.826142950404517,14.065873043333974,23.362039690979294,55.43102345160433,9.41707242545564,9.184150622571389,3.5870494334131684,8.044968031849862,38.54348784032538
2017,14.50256156027125,4.099224399822725,1.7220886379463842,4.040159097545683,1.896140351664384,2.615526407994214,9.89035199484819,1.0939359039981154,3.8746611344462845,10.758436578566398,6.134449070316254,2.521689258993081,109.47240001019199,105.30366609881426,10.94812551384579,39.54817753178145,154.13751994783846,78.88840636557691,160.47202387886873,59.275468216211635,67.21361973705544,7.343718189530217,3.3164502516749272,8.427636135924912,1.121480308133737,1.4968280586962486,6.765499092338699,11.326593676204654,11.672139679544255,0.02836931761285706,0.704167940799486
2018,3.3706412810614093,7.866861722199499,11.618685958030046,46.81625760366089,97.23040130366122,17.582978535238244,55.80399156313956,18.420696621821655,57.60572333504882,57.03128738955645,32.168959065387384,53.85505585612453,20.493510066842333,14.32972345354482,47.77012885003011,197.82813207364134,15.072314305861381,0.682468357642633,0.6043877987996737,1.4956651567503656,1.1013225021571875,12.826173882508906,39.40889517517443,0.5745660984628628,21.45070039989089,50.92512985094628,19.954215574088607,0.05569142052910526,0.16586673921206727,0.0008526686926965299,0.05809653714346835
2019,72.35623089126304,30.070987384179972,22.673954747257632,4.501096003958666,31.493042132192897,40.87208167628535,7.261263455437439,89.21817603168864,1.6648465337685256,73.10162128215983,14.026127232828419,0.6678041871447121,0.7551260999339737,2.547348162156241,0.9351277953776317,4.294136916734153,2.446731371929257,0.03168069126742277,32.52561074344296,64.50979938710523,3.8255770018999016,8.963477139564997,6.973693601941811,10.448500807821564,57.59657842955808,173.1460735299059,100.03011737060477,96.37420826207807,156.08482296183817,113.46645830270027,29.886147998553238
2020,1.6759934112220285,0.9083975515634617,0.7335847520686701,5.373391917656309,3.284683248186973,4.665522964359139,9.022377803606108,10.55415513205033,8.665579259321808,1.102042550742282,0.22147400854473304,2.677313586003726,7.358172268005936,7.953544425804632,5.17480244570773,2.2037390654276563,0.889803743946235,0.46869218453041933,4.146040937613343,3.1566438235624097,14.314523519403751,7.657489591264923,88.51597838645456,29.404336872294177,9.152628598319698,0.7283764637502097,0.022877903146731604,8.111585862274632,6.300315477967928,4.319937674374673,20.821231025984098
