Date,precipitationCal
2019-06-02,3.1719999999999997
2019-06-09,87.98299999999998
2019-06-16,39.840999999999966
2019-06-23,39.36199999999999
2019-06-30,270.4989999999999
2019-07-07,209.071
2019-07-14,181.842
2019-07-21,108.58400000000006
2019-07-28,453.21400000000017
2019-08-04,670.1650000000002
2019-08-11,239.21699999999996
2019-08-18,12.737999999999998
2019-08-25,11.498999999999993
2019-09-01,76.917
