level_0,Date,precipitationCal
22,2020-06-07,313.1579999999999
23,2020-06-14,69.31199999999995
24,2020-06-21,77.18600000000002
25,2020-06-28,176.22199999999992
26,2020-07-05,86.1350000000002
27,2020-07-12,36.88099999999999
28,2020-07-19,28.215
29,2020-07-26,153.0720000000001
30,2020-08-02,40.79499999999997
31,2020-08-09,126.75600000000007
32,2020-08-16,79.48599999999998
