,Date,precipitationCal
0,2018-06-01 00:00:00,0.036000000000000004
1,2018-06-01 00:30:00,0.056
2,2018-06-01 01:00:00,0.065
3,2018-06-01 01:30:00,0.051
4,2018-06-01 02:00:00,0.03
5,2018-06-01 02:30:00,0.023
6,2018-06-01 03:00:00,0.0
7,2018-06-01 03:30:00,0.0
8,2018-06-01 04:00:00,0.0
9,2018-06-01 04:30:00,0.0
10,2018-06-01 05:00:00,0.0
11,2018-06-01 05:30:00,0.08199999999999999
12,2018-06-01 06:00:00,0.0
13,2018-06-01 06:30:00,0.0
14,2018-06-01 07:00:00,0.0
15,2018-06-01 07:30:00,0.0
16,2018-06-01 08:00:00,0.0
17,2018-06-01 08:30:00,0.5539999999999999
18,2018-06-01 09:00:00,3.449
19,2018-06-01 09:30:00,5.825
20,2018-06-01 10:00:00,6.417999999999998
21,2018-06-01 10:30:00,6.049
22,2018-06-01 11:00:00,6.392
23,2018-06-01 11:30:00,3.466
24,2018-06-01 12:00:00,0.606
25,2018-06-01 12:30:00,0.156
26,2018-06-01 13:00:00,0.104
27,2018-06-01 13:30:00,0.099
28,2018-06-01 14:00:00,0.057
29,2018-06-01 14:30:00,0.043
30,2018-06-01 15:00:00,0.025
31,2018-06-01 15:30:00,0.008
32,2018-06-01 16:00:00,0.006
33,2018-06-01 16:30:00,0.0
34,2018-06-01 17:00:00,0.246
35,2018-06-01 17:30:00,0.317
36,2018-06-01 18:00:00,0.626
37,2018-06-01 18:30:00,1.123
38,2018-06-01 19:00:00,1.664
39,2018-06-01 19:30:00,0.929
40,2018-06-01 20:00:00,0.639
41,2018-06-01 20:30:00,0.677
42,2018-06-01 21:00:00,0.716
43,2018-06-01 21:30:00,0.812
44,2018-06-01 22:00:00,0.8059999999999999
45,2018-06-01 22:30:00,0.915
46,2018-06-01 23:00:00,0.5529999999999999
47,2018-06-01 23:30:00,0.244
48,2018-06-02 00:00:00,0.213
49,2018-06-02 00:30:00,0.157
50,2018-06-02 01:00:00,0.078
51,2018-06-02 01:30:00,0.041
52,2018-06-02 02:00:00,0.027000000000000003
53,2018-06-02 02:30:00,0.0
54,2018-06-02 03:00:00,0.0
55,2018-06-02 03:30:00,0.0
56,2018-06-02 04:00:00,0.0
57,2018-06-02 04:30:00,0.0
58,2018-06-02 05:00:00,0.0
59,2018-06-02 05:30:00,0.0
60,2018-06-02 06:00:00,0.0
61,2018-06-02 06:30:00,0.0
62,2018-06-02 07:00:00,0.0
63,2018-06-02 07:30:00,0.0
64,2018-06-02 08:00:00,0.0
65,2018-06-02 08:30:00,0.165
66,2018-06-02 09:00:00,1.248
67,2018-06-02 09:30:00,1.7180000000000002
68,2018-06-02 10:00:00,2.853
69,2018-06-02 10:30:00,3.864
70,2018-06-02 11:00:00,3.483
71,2018-06-02 11:30:00,3.709
72,2018-06-02 12:00:00,1.747
73,2018-06-02 12:30:00,0.994
74,2018-06-02 13:00:00,0.438
75,2018-06-02 13:30:00,0.259
76,2018-06-02 14:00:00,0.181
77,2018-06-02 14:30:00,0.087
78,2018-06-02 15:00:00,0.006999999999999999
79,2018-06-02 15:30:00,0.002
80,2018-06-02 16:00:00,0.002
81,2018-06-02 16:30:00,0.036000000000000004
82,2018-06-02 17:00:00,0.159
83,2018-06-02 17:30:00,0.134
84,2018-06-02 18:00:00,0.3670000000000001
85,2018-06-02 18:30:00,0.405
86,2018-06-02 19:00:00,0.473
87,2018-06-02 19:30:00,0.252
88,2018-06-02 20:00:00,0.19
89,2018-06-02 20:30:00,0.0
90,2018-06-02 21:00:00,0.185
91,2018-06-02 21:30:00,0.109
92,2018-06-02 22:00:00,0.084
93,2018-06-02 22:30:00,0.004
94,2018-06-02 23:00:00,0.027000000000000003
95,2018-06-02 23:30:00,0.043
96,2018-06-03 00:00:00,0.049
97,2018-06-03 00:30:00,0.065
98,2018-06-03 01:00:00,0.049
99,2018-06-03 01:30:00,0.023
100,2018-06-03 02:00:00,0.019
101,2018-06-03 02:30:00,0.0
102,2018-06-03 03:00:00,0.0
103,2018-06-03 03:30:00,0.0
104,2018-06-03 04:00:00,0.0
105,2018-06-03 04:30:00,0.0
106,2018-06-03 05:00:00,0.0
107,2018-06-03 05:30:00,0.0
108,2018-06-03 06:00:00,0.0
109,2018-06-03 06:30:00,0.0
110,2018-06-03 07:00:00,0.0
111,2018-06-03 07:30:00,0.0
112,2018-06-03 08:00:00,0.0
113,2018-06-03 08:30:00,0.094
114,2018-06-03 09:00:00,0.11
115,2018-06-03 09:30:00,0.198
116,2018-06-03 10:00:00,0.385
117,2018-06-03 10:30:00,0.454
118,2018-06-03 11:00:00,0.428
119,2018-06-03 11:30:00,0.426
120,2018-06-03 12:00:00,1.047
121,2018-06-03 12:30:00,4.134
122,2018-06-03 13:00:00,1.533
123,2018-06-03 13:30:00,0.992
124,2018-06-03 14:00:00,0.743
125,2018-06-03 14:30:00,0.207
126,2018-06-03 15:00:00,0.221
127,2018-06-03 15:30:00,0.219
128,2018-06-03 16:00:00,0.16
129,2018-06-03 16:30:00,0.109
130,2018-06-03 17:00:00,0.23
131,2018-06-03 17:30:00,0.123
132,2018-06-03 18:00:00,0.093
133,2018-06-03 18:30:00,0.002
134,2018-06-03 19:00:00,0.013
135,2018-06-03 19:30:00,0.026
136,2018-06-03 20:00:00,0.03
137,2018-06-03 20:30:00,0.039
138,2018-06-03 21:00:00,0.028
139,2018-06-03 21:30:00,0.012
140,2018-06-03 22:00:00,0.01
141,2018-06-03 22:30:00,0.0
142,2018-06-03 23:00:00,0.0
143,2018-06-03 23:30:00,0.0
144,2018-06-04 00:00:00,0.0
145,2018-06-04 00:30:00,0.0
146,2018-06-04 01:00:00,0.0
147,2018-06-04 01:30:00,0.0
148,2018-06-04 02:00:00,0.0
149,2018-06-04 02:30:00,0.02
150,2018-06-04 03:00:00,0.0
151,2018-06-04 03:30:00,0.0
152,2018-06-04 04:00:00,0.0
153,2018-06-04 04:30:00,0.0
154,2018-06-04 05:00:00,0.0
155,2018-06-04 05:30:00,0.0
156,2018-06-04 06:00:00,0.0
157,2018-06-04 06:30:00,0.0
158,2018-06-04 07:00:00,0.0
159,2018-06-04 07:30:00,0.0
160,2018-06-04 08:00:00,0.0
161,2018-06-04 08:30:00,0.0
162,2018-06-04 09:00:00,0.035
163,2018-06-04 09:30:00,0.047
164,2018-06-04 10:00:00,0.081
165,2018-06-04 10:30:00,0.134
166,2018-06-04 11:00:00,0.189
167,2018-06-04 11:30:00,0.308
168,2018-06-04 12:00:00,0.443
169,2018-06-04 12:30:00,0.462
170,2018-06-04 13:00:00,0.546
171,2018-06-04 13:30:00,1.264
172,2018-06-04 14:00:00,1.128
173,2018-06-04 14:30:00,0.7170000000000001
174,2018-06-04 15:00:00,0.612
175,2018-06-04 15:30:00,0.519
176,2018-06-04 16:00:00,0.39
177,2018-06-04 16:30:00,1.154
178,2018-06-04 17:00:00,0.8959999999999999
179,2018-06-04 17:30:00,0.531
180,2018-06-04 18:00:00,0.485
181,2018-06-04 18:30:00,0.264
182,2018-06-04 19:00:00,0.18
183,2018-06-04 19:30:00,0.086
184,2018-06-04 20:00:00,0.071
185,2018-06-04 20:30:00,0.012
186,2018-06-04 21:00:00,0.002
187,2018-06-04 21:30:00,0.073
188,2018-06-04 22:00:00,0.134
189,2018-06-04 22:30:00,0.233
190,2018-06-04 23:00:00,0.313
191,2018-06-04 23:30:00,0.34600000000000003
192,2018-06-05 00:00:00,0.34600000000000003
193,2018-06-05 00:30:00,0.16899999999999998
194,2018-06-05 01:00:00,0.109
195,2018-06-05 01:30:00,0.071
196,2018-06-05 02:00:00,0.045
197,2018-06-05 02:30:00,0.029
198,2018-06-05 03:00:00,0.011
199,2018-06-05 03:30:00,0.002
200,2018-06-05 04:00:00,0.0
201,2018-06-05 04:30:00,0.0
202,2018-06-05 05:00:00,0.0
203,2018-06-05 05:30:00,0.0
204,2018-06-05 06:00:00,0.0
205,2018-06-05 06:30:00,0.0
206,2018-06-05 07:00:00,0.0
207,2018-06-05 07:30:00,0.0
208,2018-06-05 08:00:00,0.0
209,2018-06-05 08:30:00,0.002
210,2018-06-05 09:00:00,0.003
211,2018-06-05 09:30:00,0.006
212,2018-06-05 10:00:00,0.006999999999999999
213,2018-06-05 10:30:00,0.0
214,2018-06-05 11:00:00,0.019
215,2018-06-05 11:30:00,0.022
216,2018-06-05 12:00:00,0.04
217,2018-06-05 12:30:00,0.078
218,2018-06-05 13:00:00,0.092
219,2018-06-05 13:30:00,0.099
220,2018-06-05 14:00:00,0.058
221,2018-06-05 14:30:00,0.044
222,2018-06-05 15:00:00,0.0
223,2018-06-05 15:30:00,0.0
224,2018-06-05 16:00:00,0.0
225,2018-06-05 16:30:00,0.0
226,2018-06-05 17:00:00,0.006
227,2018-06-05 17:30:00,0.006999999999999999
228,2018-06-05 18:00:00,0.015
229,2018-06-05 18:30:00,0.02
230,2018-06-05 19:00:00,0.013
231,2018-06-05 19:30:00,0.011
232,2018-06-05 20:00:00,0.004
233,2018-06-05 20:30:00,0.0
234,2018-06-05 21:00:00,0.013
235,2018-06-05 21:30:00,0.017
236,2018-06-05 22:00:00,0.021
237,2018-06-05 22:30:00,0.16
238,2018-06-05 23:00:00,0.084
239,2018-06-05 23:30:00,0.036000000000000004
240,2018-06-06 00:00:00,0.07200000000000001
241,2018-06-06 00:30:00,0.695
242,2018-06-06 01:00:00,0.026
243,2018-06-06 01:30:00,0.018000000000000002
244,2018-06-06 02:00:00,0.008
245,2018-06-06 02:30:00,0.006999999999999999
246,2018-06-06 03:00:00,0.003
247,2018-06-06 03:30:00,0.002
248,2018-06-06 04:00:00,0.001
249,2018-06-06 04:30:00,0.0
250,2018-06-06 05:00:00,0.066
251,2018-06-06 05:30:00,0.08199999999999999
252,2018-06-06 06:00:00,0.16899999999999998
253,2018-06-06 06:30:00,0.304
254,2018-06-06 07:00:00,0.59
255,2018-06-06 07:30:00,0.659
256,2018-06-06 08:00:00,3.407
257,2018-06-06 08:30:00,4.689
258,2018-06-06 09:00:00,4.5680000000000005
259,2018-06-06 09:30:00,7.882999999999999
260,2018-06-06 10:00:00,10.395
261,2018-06-06 10:30:00,11.606
262,2018-06-06 11:00:00,10.13
263,2018-06-06 11:30:00,9.232
264,2018-06-06 12:00:00,4.81
265,2018-06-06 12:30:00,5.6110000000000015
266,2018-06-06 13:00:00,4.394
267,2018-06-06 13:30:00,3.3110000000000004
268,2018-06-06 14:00:00,1.55
269,2018-06-06 14:30:00,0.847
270,2018-06-06 15:00:00,0.28800000000000003
271,2018-06-06 15:30:00,0.258
272,2018-06-06 16:00:00,0.175
273,2018-06-06 16:30:00,0.085
274,2018-06-06 17:00:00,0.463
275,2018-06-06 17:30:00,0.5670000000000001
276,2018-06-06 18:00:00,0.889
277,2018-06-06 18:30:00,0.6509999999999999
278,2018-06-06 19:00:00,0.441
279,2018-06-06 19:30:00,0.271
280,2018-06-06 20:00:00,0.066
281,2018-06-06 20:30:00,0.251
282,2018-06-06 21:00:00,0.231
283,2018-06-06 21:30:00,0.211
284,2018-06-06 22:00:00,0.491
285,2018-06-06 22:30:00,0.715
286,2018-06-06 23:00:00,0.821
287,2018-06-06 23:30:00,0.652
288,2018-06-07 00:00:00,0.794
289,2018-06-07 00:30:00,0.208
290,2018-06-07 01:00:00,0.126
291,2018-06-07 01:30:00,0.001
292,2018-06-07 02:00:00,0.006
293,2018-06-07 02:30:00,0.005
294,2018-06-07 03:00:00,0.005
295,2018-06-07 03:30:00,0.004
296,2018-06-07 04:00:00,0.133
297,2018-06-07 04:30:00,0.117
298,2018-06-07 05:00:00,0.115
299,2018-06-07 05:30:00,0.057
300,2018-06-07 06:00:00,0.036000000000000004
301,2018-06-07 06:30:00,0.024
302,2018-06-07 07:00:00,0.017
303,2018-06-07 07:30:00,0.016
304,2018-06-07 08:00:00,0.021
305,2018-06-07 08:30:00,0.017
306,2018-06-07 09:00:00,0.021
307,2018-06-07 09:30:00,0.017
308,2018-06-07 10:00:00,0.028
309,2018-06-07 10:30:00,0.031
310,2018-06-07 11:00:00,0.013
311,2018-06-07 11:30:00,0.005
312,2018-06-07 12:00:00,0.009000000000000001
313,2018-06-07 12:30:00,0.013
314,2018-06-07 13:00:00,0.005
315,2018-06-07 13:30:00,0.011
316,2018-06-07 14:00:00,0.013
317,2018-06-07 14:30:00,0.019
318,2018-06-07 15:00:00,0.08
319,2018-06-07 15:30:00,0.114
320,2018-06-07 16:00:00,0.134
321,2018-06-07 16:30:00,0.28300000000000003
322,2018-06-07 17:00:00,0.313
323,2018-06-07 17:30:00,0.5920000000000001
324,2018-06-07 18:00:00,0.735
325,2018-06-07 18:30:00,0.481
326,2018-06-07 19:00:00,0.413
327,2018-06-07 19:30:00,0.196
328,2018-06-07 20:00:00,0.104
329,2018-06-07 20:30:00,0.078
330,2018-06-07 21:00:00,0.0
331,2018-06-07 21:30:00,0.009000000000000001
332,2018-06-07 22:00:00,0.005
333,2018-06-07 22:30:00,0.004
334,2018-06-07 23:00:00,0.0
335,2018-06-07 23:30:00,0.0
336,2018-06-08 00:00:00,0.0
337,2018-06-08 00:30:00,0.0
338,2018-06-08 01:00:00,0.0
339,2018-06-08 01:30:00,0.0
340,2018-06-08 02:00:00,0.0
341,2018-06-08 02:30:00,0.0
342,2018-06-08 03:00:00,0.0
343,2018-06-08 03:30:00,0.0
344,2018-06-08 04:00:00,0.0
345,2018-06-08 04:30:00,0.0
346,2018-06-08 05:00:00,0.031
347,2018-06-08 05:30:00,0.08199999999999999
348,2018-06-08 06:00:00,0.153
349,2018-06-08 06:30:00,0.212
350,2018-06-08 07:00:00,0.319
351,2018-06-08 07:30:00,0.601
352,2018-06-08 08:00:00,0.647
353,2018-06-08 08:30:00,0.85
354,2018-06-08 09:00:00,0.7440000000000001
355,2018-06-08 09:30:00,1.152
356,2018-06-08 10:00:00,1.577
357,2018-06-08 10:30:00,2.727
358,2018-06-08 11:00:00,2.975
359,2018-06-08 11:30:00,6.577000000000001
360,2018-06-08 12:00:00,7.789
361,2018-06-08 12:30:00,11.361
362,2018-06-08 13:00:00,6.572
363,2018-06-08 13:30:00,6.881
364,2018-06-08 14:00:00,6.981
365,2018-06-08 14:30:00,7.307
366,2018-06-08 15:00:00,5.2410000000000005
367,2018-06-08 15:30:00,3.451
368,2018-06-08 16:00:00,2.714
369,2018-06-08 16:30:00,1.463
370,2018-06-08 17:00:00,1.074
371,2018-06-08 17:30:00,0.737
372,2018-06-08 18:00:00,0.649
373,2018-06-08 18:30:00,0.387
374,2018-06-08 19:00:00,0.51
375,2018-06-08 19:30:00,0.435
376,2018-06-08 20:00:00,0.207
377,2018-06-08 20:30:00,0.0
378,2018-06-08 21:00:00,0.208
379,2018-06-08 21:30:00,0.388
380,2018-06-08 22:00:00,0.28800000000000003
381,2018-06-08 22:30:00,0.207
382,2018-06-08 23:00:00,0.182
383,2018-06-08 23:30:00,0.1
384,2018-06-09 00:00:00,0.07200000000000001
385,2018-06-09 00:30:00,0.085
386,2018-06-09 01:00:00,0.065
387,2018-06-09 01:30:00,0.041
388,2018-06-09 02:00:00,0.024
389,2018-06-09 02:30:00,0.018000000000000002
390,2018-06-09 03:00:00,0.0
391,2018-06-09 03:30:00,0.0
392,2018-06-09 04:00:00,0.0
393,2018-06-09 04:30:00,0.0
394,2018-06-09 05:00:00,0.0
395,2018-06-09 05:30:00,0.003
396,2018-06-09 06:00:00,0.004
397,2018-06-09 06:30:00,0.009000000000000001
398,2018-06-09 07:00:00,0.017
399,2018-06-09 07:30:00,0.029
400,2018-06-09 08:00:00,0.055
401,2018-06-09 08:30:00,0.059
402,2018-06-09 09:00:00,0.047
403,2018-06-09 09:30:00,0.022
404,2018-06-09 10:00:00,0.011
405,2018-06-09 10:30:00,0.009000000000000001
406,2018-06-09 11:00:00,0.0
407,2018-06-09 11:30:00,0.0
408,2018-06-09 12:00:00,0.0
409,2018-06-09 12:30:00,0.0
410,2018-06-09 13:00:00,0.0
411,2018-06-09 13:30:00,0.0
412,2018-06-09 14:00:00,0.0
413,2018-06-09 14:30:00,0.008
414,2018-06-09 15:00:00,0.01
415,2018-06-09 15:30:00,0.017
416,2018-06-09 16:00:00,0.0
417,2018-06-09 16:30:00,0.045
418,2018-06-09 17:00:00,0.057
419,2018-06-09 17:30:00,0.095
420,2018-06-09 18:00:00,0.199
421,2018-06-09 18:30:00,0.244
422,2018-06-09 19:00:00,0.409
423,2018-06-09 19:30:00,0.54
424,2018-06-09 20:00:00,0.117
425,2018-06-09 20:30:00,0.225
426,2018-06-09 21:00:00,0.31
427,2018-06-09 21:30:00,0.173
428,2018-06-09 22:00:00,0.233
429,2018-06-09 22:30:00,0.206
430,2018-06-09 23:00:00,0.001
431,2018-06-09 23:30:00,0.004
432,2018-06-10 00:00:00,0.023
433,2018-06-10 00:30:00,0.036000000000000004
434,2018-06-10 01:00:00,0.002
435,2018-06-10 01:30:00,0.004
436,2018-06-10 02:00:00,0.003
437,2018-06-10 02:30:00,0.006
438,2018-06-10 03:00:00,0.008
439,2018-06-10 03:30:00,0.17600000000000002
440,2018-06-10 04:00:00,0.223
441,2018-06-10 04:30:00,0.3670000000000001
442,2018-06-10 05:00:00,0.35200000000000004
443,2018-06-10 05:30:00,0.172
444,2018-06-10 06:00:00,0.109
445,2018-06-10 06:30:00,0.076
446,2018-06-10 07:00:00,0.061
447,2018-06-10 07:30:00,0.09
448,2018-06-10 08:00:00,0.069
449,2018-06-10 08:30:00,0.069
450,2018-06-10 09:00:00,0.04
451,2018-06-10 09:30:00,0.036000000000000004
452,2018-06-10 10:00:00,0.014
453,2018-06-10 10:30:00,0.006
454,2018-06-10 11:00:00,0.006999999999999999
455,2018-06-10 11:30:00,0.01
456,2018-06-10 12:00:00,0.514
457,2018-06-10 12:30:00,0.202
458,2018-06-10 13:00:00,0.0
459,2018-06-10 13:30:00,0.0
460,2018-06-10 14:00:00,0.0
461,2018-06-10 14:30:00,0.0
462,2018-06-10 15:00:00,0.0
463,2018-06-10 15:30:00,0.0
464,2018-06-10 16:00:00,0.0
465,2018-06-10 16:30:00,0.0
466,2018-06-10 17:00:00,0.0
467,2018-06-10 17:30:00,0.0
468,2018-06-10 18:00:00,0.0
469,2018-06-10 18:30:00,0.0
470,2018-06-10 19:00:00,0.0
471,2018-06-10 19:30:00,0.0
472,2018-06-10 20:00:00,0.0
473,2018-06-10 20:30:00,0.0
474,2018-06-10 21:00:00,0.0
475,2018-06-10 21:30:00,0.009000000000000001
476,2018-06-10 22:00:00,0.0
477,2018-06-10 22:30:00,0.0
478,2018-06-10 23:00:00,0.0
479,2018-06-10 23:30:00,0.0
480,2018-06-11 00:00:00,0.0
481,2018-06-11 00:30:00,0.0
482,2018-06-11 01:00:00,0.0
483,2018-06-11 01:30:00,0.0
484,2018-06-11 02:00:00,0.0
485,2018-06-11 02:30:00,0.0
486,2018-06-11 03:00:00,0.0
487,2018-06-11 03:30:00,0.0
488,2018-06-11 04:00:00,0.0
489,2018-06-11 04:30:00,0.0
490,2018-06-11 05:00:00,0.0
491,2018-06-11 05:30:00,0.0
492,2018-06-11 06:00:00,0.0
493,2018-06-11 06:30:00,0.0
494,2018-06-11 07:00:00,0.0
495,2018-06-11 07:30:00,0.0
496,2018-06-11 08:00:00,0.0
497,2018-06-11 08:30:00,0.013
498,2018-06-11 09:00:00,0.01
499,2018-06-11 09:30:00,0.005
500,2018-06-11 10:00:00,0.004
501,2018-06-11 10:30:00,0.001
502,2018-06-11 11:00:00,0.0
503,2018-06-11 11:30:00,0.0
504,2018-06-11 12:00:00,0.0
505,2018-06-11 12:30:00,0.0
506,2018-06-11 13:00:00,0.0
507,2018-06-11 13:30:00,0.008
508,2018-06-11 14:00:00,0.006
509,2018-06-11 14:30:00,0.003
510,2018-06-11 15:00:00,0.032
511,2018-06-11 15:30:00,0.0
512,2018-06-11 16:00:00,0.0
513,2018-06-11 16:30:00,0.0
514,2018-06-11 17:00:00,0.0
515,2018-06-11 17:30:00,0.0
516,2018-06-11 18:00:00,0.0
517,2018-06-11 18:30:00,0.0
518,2018-06-11 19:00:00,0.0
519,2018-06-11 19:30:00,0.0
520,2018-06-11 20:00:00,0.0
521,2018-06-11 20:30:00,0.0
522,2018-06-11 21:00:00,0.0
523,2018-06-11 21:30:00,0.14400000000000002
524,2018-06-11 22:00:00,0.408
525,2018-06-11 22:30:00,0.0
526,2018-06-11 23:00:00,0.0
527,2018-06-11 23:30:00,0.0
528,2018-06-12 00:00:00,0.0
529,2018-06-12 00:30:00,0.0
530,2018-06-12 01:00:00,0.0
531,2018-06-12 01:30:00,0.0
532,2018-06-12 02:00:00,0.0
533,2018-06-12 02:30:00,0.0
534,2018-06-12 03:00:00,0.0
535,2018-06-12 03:30:00,0.0
536,2018-06-12 04:00:00,0.0
537,2018-06-12 04:30:00,0.0
538,2018-06-12 05:00:00,0.0
539,2018-06-12 05:30:00,0.0
540,2018-06-12 06:00:00,0.0
541,2018-06-12 06:30:00,0.0
542,2018-06-12 07:00:00,0.0
543,2018-06-12 07:30:00,0.0
544,2018-06-12 08:00:00,0.0
545,2018-06-12 08:30:00,0.0
546,2018-06-12 09:00:00,0.0
547,2018-06-12 09:30:00,0.0
548,2018-06-12 10:00:00,0.0
549,2018-06-12 10:30:00,0.0
550,2018-06-12 11:00:00,0.0
551,2018-06-12 11:30:00,0.0
552,2018-06-12 12:00:00,0.0
553,2018-06-12 12:30:00,0.0
554,2018-06-12 13:00:00,0.001
555,2018-06-12 13:30:00,0.0
556,2018-06-12 14:00:00,0.0
557,2018-06-12 14:30:00,0.0
558,2018-06-12 15:00:00,0.0
559,2018-06-12 15:30:00,0.0
560,2018-06-12 16:00:00,0.0
561,2018-06-12 16:30:00,0.0
562,2018-06-12 17:00:00,0.0
563,2018-06-12 17:30:00,0.0
564,2018-06-12 18:00:00,0.0
565,2018-06-12 18:30:00,0.0
566,2018-06-12 19:00:00,0.0
567,2018-06-12 19:30:00,0.0
568,2018-06-12 20:00:00,0.0
569,2018-06-12 20:30:00,0.0
570,2018-06-12 21:00:00,0.0
571,2018-06-12 21:30:00,0.0
572,2018-06-12 22:00:00,0.0
573,2018-06-12 22:30:00,0.0
574,2018-06-12 23:00:00,0.0
575,2018-06-12 23:30:00,0.0
576,2018-06-13 00:00:00,0.0
577,2018-06-13 00:30:00,0.0
578,2018-06-13 01:00:00,0.0
579,2018-06-13 01:30:00,0.0
580,2018-06-13 02:00:00,0.0
581,2018-06-13 02:30:00,0.0
582,2018-06-13 03:00:00,0.0
583,2018-06-13 03:30:00,0.012
584,2018-06-13 04:00:00,0.0
585,2018-06-13 04:30:00,0.0
586,2018-06-13 05:00:00,0.0
587,2018-06-13 05:30:00,0.0
588,2018-06-13 06:00:00,0.0
589,2018-06-13 06:30:00,0.0
590,2018-06-13 07:00:00,0.0
591,2018-06-13 07:30:00,0.0
592,2018-06-13 08:00:00,0.0
593,2018-06-13 08:30:00,0.0
594,2018-06-13 09:00:00,0.0
595,2018-06-13 09:30:00,0.0
596,2018-06-13 10:00:00,0.0
597,2018-06-13 10:30:00,0.0
598,2018-06-13 11:00:00,0.0
599,2018-06-13 11:30:00,0.001
600,2018-06-13 12:00:00,0.001
601,2018-06-13 12:30:00,0.001
602,2018-06-13 13:00:00,0.002
603,2018-06-13 13:30:00,0.0
604,2018-06-13 14:00:00,0.0
605,2018-06-13 14:30:00,0.0
606,2018-06-13 15:00:00,0.0
607,2018-06-13 15:30:00,0.0
608,2018-06-13 16:00:00,0.0
609,2018-06-13 16:30:00,0.0
610,2018-06-13 17:00:00,0.001
611,2018-06-13 17:30:00,0.001
612,2018-06-13 18:00:00,0.002
613,2018-06-13 18:30:00,0.002
614,2018-06-13 19:00:00,0.001
615,2018-06-13 19:30:00,0.001
616,2018-06-13 20:00:00,0.0
617,2018-06-13 20:30:00,0.0
618,2018-06-13 21:00:00,0.0
619,2018-06-13 21:30:00,0.0
620,2018-06-13 22:00:00,0.0
621,2018-06-13 22:30:00,0.0
622,2018-06-13 23:00:00,0.0
623,2018-06-13 23:30:00,0.0
624,2018-06-14 00:00:00,0.0
625,2018-06-14 00:30:00,0.0
626,2018-06-14 01:00:00,0.0
627,2018-06-14 01:30:00,0.0
628,2018-06-14 02:00:00,0.0
629,2018-06-14 02:30:00,0.0
630,2018-06-14 03:00:00,0.0
631,2018-06-14 03:30:00,0.0
632,2018-06-14 04:00:00,0.0
633,2018-06-14 04:30:00,0.0
634,2018-06-14 05:00:00,0.0
635,2018-06-14 05:30:00,0.0
636,2018-06-14 06:00:00,0.0
637,2018-06-14 06:30:00,0.0
638,2018-06-14 07:00:00,0.0
639,2018-06-14 07:30:00,0.0
640,2018-06-14 08:00:00,0.0
641,2018-06-14 08:30:00,0.0
642,2018-06-14 09:00:00,0.001
643,2018-06-14 09:30:00,0.001
644,2018-06-14 10:00:00,0.002
645,2018-06-14 10:30:00,0.002
646,2018-06-14 11:00:00,0.001
647,2018-06-14 11:30:00,0.001
648,2018-06-14 12:00:00,0.0
649,2018-06-14 12:30:00,0.0
650,2018-06-14 13:00:00,0.0
651,2018-06-14 13:30:00,0.001
652,2018-06-14 14:00:00,0.001
653,2018-06-14 14:30:00,0.002
654,2018-06-14 15:00:00,0.0
655,2018-06-14 15:30:00,0.0
656,2018-06-14 16:00:00,0.0
657,2018-06-14 16:30:00,0.003
658,2018-06-14 17:00:00,0.004
659,2018-06-14 17:30:00,0.002
660,2018-06-14 18:00:00,0.001
661,2018-06-14 18:30:00,0.0
662,2018-06-14 19:00:00,0.0
663,2018-06-14 19:30:00,0.0
664,2018-06-14 20:00:00,0.0
665,2018-06-14 20:30:00,0.0
666,2018-06-14 21:00:00,0.0
667,2018-06-14 21:30:00,0.0
668,2018-06-14 22:00:00,0.0
669,2018-06-14 22:30:00,0.0
670,2018-06-14 23:00:00,0.0
671,2018-06-14 23:30:00,0.0
672,2018-06-15 00:00:00,0.0
673,2018-06-15 00:30:00,0.0
674,2018-06-15 01:00:00,0.0
675,2018-06-15 01:30:00,0.0
676,2018-06-15 02:00:00,0.0
677,2018-06-15 02:30:00,0.0
678,2018-06-15 03:00:00,0.0
679,2018-06-15 03:30:00,0.0
680,2018-06-15 04:00:00,0.0
681,2018-06-15 04:30:00,0.0
682,2018-06-15 05:00:00,0.008
683,2018-06-15 05:30:00,0.011
684,2018-06-15 06:00:00,0.029
685,2018-06-15 06:30:00,0.054000000000000006
686,2018-06-15 07:00:00,0.081
687,2018-06-15 07:30:00,0.152
688,2018-06-15 08:00:00,0.16399999999999998
689,2018-06-15 08:30:00,0.001
690,2018-06-15 09:00:00,0.0
691,2018-06-15 09:30:00,0.0
692,2018-06-15 10:00:00,0.0
693,2018-06-15 10:30:00,0.0
694,2018-06-15 11:00:00,0.0
695,2018-06-15 11:30:00,0.001
696,2018-06-15 12:00:00,0.022
697,2018-06-15 12:30:00,0.115
698,2018-06-15 13:00:00,0.009000000000000001
699,2018-06-15 13:30:00,0.04
700,2018-06-15 14:00:00,0.108
701,2018-06-15 14:30:00,0.016
702,2018-06-15 15:00:00,0.018000000000000002
703,2018-06-15 15:30:00,0.01
704,2018-06-15 16:00:00,0.003
705,2018-06-15 16:30:00,0.0
706,2018-06-15 17:00:00,0.024
707,2018-06-15 17:30:00,0.026
708,2018-06-15 18:00:00,0.028
709,2018-06-15 18:30:00,0.05
710,2018-06-15 19:00:00,0.051
711,2018-06-15 19:30:00,0.025
712,2018-06-15 20:00:00,0.021
713,2018-06-15 20:30:00,0.0
714,2018-06-15 21:00:00,0.0
715,2018-06-15 21:30:00,0.0
716,2018-06-15 22:00:00,0.0
717,2018-06-15 22:30:00,0.0
718,2018-06-15 23:00:00,0.0
719,2018-06-15 23:30:00,0.0
720,2018-06-16 00:00:00,0.0
