,Date,precipitationCal,Month_name
0,2018-06-01 00:00:00,0.036000000000000004,June
1,2018-06-01 00:30:00,0.055999999999999994,June
2,2018-06-01 01:00:00,0.065,June
3,2018-06-01 01:30:00,0.051,June
4,2018-06-01 02:00:00,0.03,June
5,2018-06-01 02:30:00,0.023,June
6,2018-06-01 03:00:00,0.0,June
7,2018-06-01 03:30:00,0.0,June
8,2018-06-01 04:00:00,0.0,June
9,2018-06-01 04:30:00,0.0,June
10,2018-06-01 05:00:00,0.0,June
11,2018-06-01 05:30:00,0.08199999999999999,June
12,2018-06-01 06:00:00,0.0,June
13,2018-06-01 06:30:00,0.0,June
14,2018-06-01 07:00:00,0.0,June
15,2018-06-01 07:30:00,0.0,June
16,2018-06-01 08:00:00,0.0,June
17,2018-06-01 08:30:00,0.5539999999999999,June
18,2018-06-01 09:00:00,3.449,June
19,2018-06-01 09:30:00,5.825,June
20,2018-06-01 10:00:00,6.417999999999999,June
21,2018-06-01 10:30:00,6.0489999999999995,June
22,2018-06-01 11:00:00,6.392,June
23,2018-06-01 11:30:00,3.466,June
24,2018-06-01 12:00:00,0.606,June
25,2018-06-01 12:30:00,0.156,June
26,2018-06-01 13:00:00,0.10400000000000001,June
27,2018-06-01 13:30:00,0.099,June
28,2018-06-01 14:00:00,0.057,June
29,2018-06-01 14:30:00,0.043,June
30,2018-06-01 15:00:00,0.025,June
31,2018-06-01 15:30:00,0.008,June
32,2018-06-01 16:00:00,0.006,June
33,2018-06-01 16:30:00,0.0,June
34,2018-06-01 17:00:00,0.24600000000000002,June
35,2018-06-01 17:30:00,0.317,June
36,2018-06-01 18:00:00,0.626,June
37,2018-06-01 18:30:00,1.123,June
38,2018-06-01 19:00:00,1.6640000000000001,June
39,2018-06-01 19:30:00,0.929,June
40,2018-06-01 20:00:00,0.639,June
41,2018-06-01 20:30:00,0.677,June
42,2018-06-01 21:00:00,0.716,June
43,2018-06-01 21:30:00,0.812,June
44,2018-06-01 22:00:00,0.8059999999999999,June
45,2018-06-01 22:30:00,0.915,June
46,2018-06-01 23:00:00,0.5529999999999999,June
47,2018-06-01 23:30:00,0.244,June
48,2018-06-02 00:00:00,0.213,June
49,2018-06-02 00:30:00,0.157,June
50,2018-06-02 01:00:00,0.078,June
51,2018-06-02 01:30:00,0.040999999999999995,June
52,2018-06-02 02:00:00,0.027000000000000003,June
53,2018-06-02 02:30:00,0.0,June
54,2018-06-02 03:00:00,0.0,June
55,2018-06-02 03:30:00,0.0,June
56,2018-06-02 04:00:00,0.0,June
57,2018-06-02 04:30:00,0.0,June
58,2018-06-02 05:00:00,0.0,June
59,2018-06-02 05:30:00,0.0,June
60,2018-06-02 06:00:00,0.0,June
61,2018-06-02 06:30:00,0.0,June
62,2018-06-02 07:00:00,0.0,June
63,2018-06-02 07:30:00,0.0,June
64,2018-06-02 08:00:00,0.0,June
65,2018-06-02 08:30:00,0.165,June
66,2018-06-02 09:00:00,1.248,June
67,2018-06-02 09:30:00,1.7180000000000002,June
68,2018-06-02 10:00:00,2.853,June
69,2018-06-02 10:30:00,3.864,June
70,2018-06-02 11:00:00,3.483,June
71,2018-06-02 11:30:00,3.7089999999999996,June
72,2018-06-02 12:00:00,1.7469999999999999,June
73,2018-06-02 12:30:00,0.9940000000000001,June
74,2018-06-02 13:00:00,0.43799999999999994,June
75,2018-06-02 13:30:00,0.259,June
76,2018-06-02 14:00:00,0.18100000000000002,June
77,2018-06-02 14:30:00,0.087,June
78,2018-06-02 15:00:00,0.006999999999999999,June
79,2018-06-02 15:30:00,0.002,June
80,2018-06-02 16:00:00,0.002,June
81,2018-06-02 16:30:00,0.036000000000000004,June
82,2018-06-02 17:00:00,0.159,June
83,2018-06-02 17:30:00,0.134,June
84,2018-06-02 18:00:00,0.36700000000000005,June
85,2018-06-02 18:30:00,0.405,June
86,2018-06-02 19:00:00,0.473,June
87,2018-06-02 19:30:00,0.252,June
88,2018-06-02 20:00:00,0.19,June
89,2018-06-02 20:30:00,0.0,June
90,2018-06-02 21:00:00,0.185,June
91,2018-06-02 21:30:00,0.109,June
92,2018-06-02 22:00:00,0.084,June
93,2018-06-02 22:30:00,0.004,June
94,2018-06-02 23:00:00,0.027000000000000003,June
95,2018-06-02 23:30:00,0.043,June
96,2018-06-03 00:00:00,0.049,June
97,2018-06-03 00:30:00,0.065,June
98,2018-06-03 01:00:00,0.049,June
99,2018-06-03 01:30:00,0.023,June
100,2018-06-03 02:00:00,0.019,June
101,2018-06-03 02:30:00,0.0,June
102,2018-06-03 03:00:00,0.0,June
103,2018-06-03 03:30:00,0.0,June
104,2018-06-03 04:00:00,0.0,June
105,2018-06-03 04:30:00,0.0,June
106,2018-06-03 05:00:00,0.0,June
107,2018-06-03 05:30:00,0.0,June
108,2018-06-03 06:00:00,0.0,June
109,2018-06-03 06:30:00,0.0,June
110,2018-06-03 07:00:00,0.0,June
111,2018-06-03 07:30:00,0.0,June
112,2018-06-03 08:00:00,0.0,June
113,2018-06-03 08:30:00,0.094,June
114,2018-06-03 09:00:00,0.11,June
115,2018-06-03 09:30:00,0.198,June
116,2018-06-03 10:00:00,0.385,June
117,2018-06-03 10:30:00,0.45399999999999996,June
118,2018-06-03 11:00:00,0.428,June
119,2018-06-03 11:30:00,0.426,June
120,2018-06-03 12:00:00,1.047,June
121,2018-06-03 12:30:00,4.1339999999999995,June
122,2018-06-03 13:00:00,1.5330000000000001,June
123,2018-06-03 13:30:00,0.992,June
124,2018-06-03 14:00:00,0.743,June
125,2018-06-03 14:30:00,0.207,June
126,2018-06-03 15:00:00,0.221,June
127,2018-06-03 15:30:00,0.21899999999999997,June
128,2018-06-03 16:00:00,0.16,June
129,2018-06-03 16:30:00,0.109,June
130,2018-06-03 17:00:00,0.23,June
131,2018-06-03 17:30:00,0.12300000000000001,June
132,2018-06-03 18:00:00,0.09300000000000001,June
133,2018-06-03 18:30:00,0.002,June
134,2018-06-03 19:00:00,0.013000000000000001,June
135,2018-06-03 19:30:00,0.026000000000000002,June
136,2018-06-03 20:00:00,0.03,June
137,2018-06-03 20:30:00,0.039,June
138,2018-06-03 21:00:00,0.027999999999999997,June
139,2018-06-03 21:30:00,0.012,June
140,2018-06-03 22:00:00,0.01,June
141,2018-06-03 22:30:00,0.0,June
142,2018-06-03 23:00:00,0.0,June
143,2018-06-03 23:30:00,0.0,June
144,2018-06-04 00:00:00,0.0,June
145,2018-06-04 00:30:00,0.0,June
146,2018-06-04 01:00:00,0.0,June
147,2018-06-04 01:30:00,0.0,June
148,2018-06-04 02:00:00,0.0,June
149,2018-06-04 02:30:00,0.02,June
150,2018-06-04 03:00:00,0.0,June
151,2018-06-04 03:30:00,0.0,June
152,2018-06-04 04:00:00,0.0,June
153,2018-06-04 04:30:00,0.0,June
154,2018-06-04 05:00:00,0.0,June
155,2018-06-04 05:30:00,0.0,June
156,2018-06-04 06:00:00,0.0,June
157,2018-06-04 06:30:00,0.0,June
158,2018-06-04 07:00:00,0.0,June
159,2018-06-04 07:30:00,0.0,June
160,2018-06-04 08:00:00,0.0,June
161,2018-06-04 08:30:00,0.0,June
162,2018-06-04 09:00:00,0.035,June
163,2018-06-04 09:30:00,0.047,June
164,2018-06-04 10:00:00,0.081,June
165,2018-06-04 10:30:00,0.134,June
166,2018-06-04 11:00:00,0.18899999999999997,June
167,2018-06-04 11:30:00,0.308,June
168,2018-06-04 12:00:00,0.44299999999999995,June
169,2018-06-04 12:30:00,0.462,June
170,2018-06-04 13:00:00,0.546,June
171,2018-06-04 13:30:00,1.264,June
172,2018-06-04 14:00:00,1.128,June
173,2018-06-04 14:30:00,0.7170000000000001,June
174,2018-06-04 15:00:00,0.612,June
175,2018-06-04 15:30:00,0.519,June
176,2018-06-04 16:00:00,0.39,June
177,2018-06-04 16:30:00,1.1540000000000001,June
178,2018-06-04 17:00:00,0.8959999999999999,June
179,2018-06-04 17:30:00,0.531,June
180,2018-06-04 18:00:00,0.485,June
181,2018-06-04 18:30:00,0.264,June
182,2018-06-04 19:00:00,0.18,June
183,2018-06-04 19:30:00,0.086,June
184,2018-06-04 20:00:00,0.071,June
185,2018-06-04 20:30:00,0.012,June
186,2018-06-04 21:00:00,0.002,June
187,2018-06-04 21:30:00,0.073,June
188,2018-06-04 22:00:00,0.134,June
189,2018-06-04 22:30:00,0.233,June
190,2018-06-04 23:00:00,0.313,June
191,2018-06-04 23:30:00,0.34600000000000003,June
192,2018-06-05 00:00:00,0.34600000000000003,June
193,2018-06-05 00:30:00,0.16899999999999998,June
194,2018-06-05 01:00:00,0.109,June
195,2018-06-05 01:30:00,0.071,June
196,2018-06-05 02:00:00,0.045,June
197,2018-06-05 02:30:00,0.028999999999999998,June
198,2018-06-05 03:00:00,0.011000000000000001,June
199,2018-06-05 03:30:00,0.002,June
200,2018-06-05 04:00:00,0.0,June
201,2018-06-05 04:30:00,0.0,June
202,2018-06-05 05:00:00,0.0,June
203,2018-06-05 05:30:00,0.0,June
204,2018-06-05 06:00:00,0.0,June
205,2018-06-05 06:30:00,0.0,June
206,2018-06-05 07:00:00,0.0,June
207,2018-06-05 07:30:00,0.0,June
208,2018-06-05 08:00:00,0.0,June
209,2018-06-05 08:30:00,0.002,June
210,2018-06-05 09:00:00,0.003,June
211,2018-06-05 09:30:00,0.006,June
212,2018-06-05 10:00:00,0.006999999999999999,June
213,2018-06-05 10:30:00,0.0,June
214,2018-06-05 11:00:00,0.019,June
215,2018-06-05 11:30:00,0.022000000000000002,June
216,2018-06-05 12:00:00,0.04,June
217,2018-06-05 12:30:00,0.078,June
218,2018-06-05 13:00:00,0.092,June
219,2018-06-05 13:30:00,0.099,June
220,2018-06-05 14:00:00,0.057999999999999996,June
221,2018-06-05 14:30:00,0.044000000000000004,June
222,2018-06-05 15:00:00,0.0,June
223,2018-06-05 15:30:00,0.0,June
224,2018-06-05 16:00:00,0.0,June
225,2018-06-05 16:30:00,0.0,June
226,2018-06-05 17:00:00,0.006,June
227,2018-06-05 17:30:00,0.006999999999999999,June
228,2018-06-05 18:00:00,0.015,June
229,2018-06-05 18:30:00,0.02,June
230,2018-06-05 19:00:00,0.013000000000000001,June
231,2018-06-05 19:30:00,0.011000000000000001,June
232,2018-06-05 20:00:00,0.004,June
233,2018-06-05 20:30:00,0.0,June
234,2018-06-05 21:00:00,0.013000000000000001,June
235,2018-06-05 21:30:00,0.017,June
236,2018-06-05 22:00:00,0.021,June
237,2018-06-05 22:30:00,0.16,June
238,2018-06-05 23:00:00,0.084,June
239,2018-06-05 23:30:00,0.036000000000000004,June
240,2018-06-06 00:00:00,0.07200000000000001,June
241,2018-06-06 00:30:00,0.695,June
242,2018-06-06 01:00:00,0.026000000000000002,June
243,2018-06-06 01:30:00,0.018000000000000002,June
244,2018-06-06 02:00:00,0.008,June
245,2018-06-06 02:30:00,0.006999999999999999,June
246,2018-06-06 03:00:00,0.003,June
247,2018-06-06 03:30:00,0.002,June
248,2018-06-06 04:00:00,0.001,June
249,2018-06-06 04:30:00,0.0,June
250,2018-06-06 05:00:00,0.066,June
251,2018-06-06 05:30:00,0.08199999999999999,June
252,2018-06-06 06:00:00,0.16899999999999998,June
253,2018-06-06 06:30:00,0.304,June
254,2018-06-06 07:00:00,0.59,June
255,2018-06-06 07:30:00,0.659,June
256,2018-06-06 08:00:00,3.407,June
257,2018-06-06 08:30:00,4.689,June
258,2018-06-06 09:00:00,4.5680000000000005,June
259,2018-06-06 09:30:00,7.882999999999999,June
260,2018-06-06 10:00:00,10.395,June
261,2018-06-06 10:30:00,11.606,June
262,2018-06-06 11:00:00,10.13,June
263,2018-06-06 11:30:00,9.232000000000001,June
264,2018-06-06 12:00:00,4.81,June
265,2018-06-06 12:30:00,5.611000000000001,June
266,2018-06-06 13:00:00,4.394,June
267,2018-06-06 13:30:00,3.3110000000000004,June
268,2018-06-06 14:00:00,1.55,June
269,2018-06-06 14:30:00,0.847,June
270,2018-06-06 15:00:00,0.28800000000000003,June
271,2018-06-06 15:30:00,0.258,June
272,2018-06-06 16:00:00,0.175,June
273,2018-06-06 16:30:00,0.085,June
274,2018-06-06 17:00:00,0.46299999999999997,June
275,2018-06-06 17:30:00,0.5670000000000001,June
276,2018-06-06 18:00:00,0.889,June
277,2018-06-06 18:30:00,0.6509999999999999,June
278,2018-06-06 19:00:00,0.441,June
279,2018-06-06 19:30:00,0.271,June
280,2018-06-06 20:00:00,0.066,June
281,2018-06-06 20:30:00,0.251,June
282,2018-06-06 21:00:00,0.231,June
283,2018-06-06 21:30:00,0.21100000000000002,June
284,2018-06-06 22:00:00,0.491,June
285,2018-06-06 22:30:00,0.715,June
286,2018-06-06 23:00:00,0.821,June
287,2018-06-06 23:30:00,0.652,June
288,2018-06-07 00:00:00,0.794,June
289,2018-06-07 00:30:00,0.20800000000000002,June
290,2018-06-07 01:00:00,0.126,June
291,2018-06-07 01:30:00,0.001,June
292,2018-06-07 02:00:00,0.006,June
293,2018-06-07 02:30:00,0.005,June
294,2018-06-07 03:00:00,0.005,June
295,2018-06-07 03:30:00,0.004,June
296,2018-06-07 04:00:00,0.133,June
297,2018-06-07 04:30:00,0.11699999999999999,June
298,2018-06-07 05:00:00,0.115,June
299,2018-06-07 05:30:00,0.057,June
300,2018-06-07 06:00:00,0.036000000000000004,June
301,2018-06-07 06:30:00,0.024,June
302,2018-06-07 07:00:00,0.017,June
303,2018-06-07 07:30:00,0.016,June
304,2018-06-07 08:00:00,0.021,June
305,2018-06-07 08:30:00,0.017,June
306,2018-06-07 09:00:00,0.021,June
307,2018-06-07 09:30:00,0.017,June
308,2018-06-07 10:00:00,0.027999999999999997,June
309,2018-06-07 10:30:00,0.031,June
310,2018-06-07 11:00:00,0.013000000000000001,June
311,2018-06-07 11:30:00,0.005,June
312,2018-06-07 12:00:00,0.009000000000000001,June
313,2018-06-07 12:30:00,0.013000000000000001,June
314,2018-06-07 13:00:00,0.005,June
315,2018-06-07 13:30:00,0.011000000000000001,June
316,2018-06-07 14:00:00,0.013000000000000001,June
317,2018-06-07 14:30:00,0.019,June
318,2018-06-07 15:00:00,0.08,June
319,2018-06-07 15:30:00,0.114,June
320,2018-06-07 16:00:00,0.134,June
321,2018-06-07 16:30:00,0.28300000000000003,June
322,2018-06-07 17:00:00,0.313,June
323,2018-06-07 17:30:00,0.5920000000000001,June
324,2018-06-07 18:00:00,0.735,June
325,2018-06-07 18:30:00,0.48100000000000004,June
326,2018-06-07 19:00:00,0.413,June
327,2018-06-07 19:30:00,0.196,June
328,2018-06-07 20:00:00,0.10400000000000001,June
329,2018-06-07 20:30:00,0.078,June
330,2018-06-07 21:00:00,0.0,June
331,2018-06-07 21:30:00,0.009000000000000001,June
332,2018-06-07 22:00:00,0.005,June
333,2018-06-07 22:30:00,0.004,June
334,2018-06-07 23:00:00,0.0,June
335,2018-06-07 23:30:00,0.0,June
336,2018-06-08 00:00:00,0.0,June
337,2018-06-08 00:30:00,0.0,June
338,2018-06-08 01:00:00,0.0,June
339,2018-06-08 01:30:00,0.0,June
340,2018-06-08 02:00:00,0.0,June
341,2018-06-08 02:30:00,0.0,June
342,2018-06-08 03:00:00,0.0,June
343,2018-06-08 03:30:00,0.0,June
344,2018-06-08 04:00:00,0.0,June
345,2018-06-08 04:30:00,0.0,June
346,2018-06-08 05:00:00,0.031,June
347,2018-06-08 05:30:00,0.08199999999999999,June
348,2018-06-08 06:00:00,0.153,June
349,2018-06-08 06:30:00,0.212,June
350,2018-06-08 07:00:00,0.319,June
351,2018-06-08 07:30:00,0.601,June
352,2018-06-08 08:00:00,0.647,June
353,2018-06-08 08:30:00,0.85,June
354,2018-06-08 09:00:00,0.7440000000000001,June
355,2018-06-08 09:30:00,1.1520000000000001,June
356,2018-06-08 10:00:00,1.577,June
357,2018-06-08 10:30:00,2.727,June
358,2018-06-08 11:00:00,2.975,June
359,2018-06-08 11:30:00,6.577000000000001,June
360,2018-06-08 12:00:00,7.789,June
361,2018-06-08 12:30:00,11.360999999999999,June
362,2018-06-08 13:00:00,6.572,June
363,2018-06-08 13:30:00,6.881,June
364,2018-06-08 14:00:00,6.981,June
365,2018-06-08 14:30:00,7.307,June
366,2018-06-08 15:00:00,5.2410000000000005,June
367,2018-06-08 15:30:00,3.451,June
368,2018-06-08 16:00:00,2.714,June
369,2018-06-08 16:30:00,1.463,June
370,2018-06-08 17:00:00,1.074,June
371,2018-06-08 17:30:00,0.737,June
372,2018-06-08 18:00:00,0.649,June
373,2018-06-08 18:30:00,0.387,June
374,2018-06-08 19:00:00,0.51,June
375,2018-06-08 19:30:00,0.435,June
376,2018-06-08 20:00:00,0.207,June
377,2018-06-08 20:30:00,0.0,June
378,2018-06-08 21:00:00,0.20800000000000002,June
379,2018-06-08 21:30:00,0.38799999999999996,June
380,2018-06-08 22:00:00,0.28800000000000003,June
381,2018-06-08 22:30:00,0.207,June
382,2018-06-08 23:00:00,0.182,June
383,2018-06-08 23:30:00,0.1,June
384,2018-06-09 00:00:00,0.07200000000000001,June
385,2018-06-09 00:30:00,0.085,June
386,2018-06-09 01:00:00,0.065,June
387,2018-06-09 01:30:00,0.040999999999999995,June
388,2018-06-09 02:00:00,0.024,June
389,2018-06-09 02:30:00,0.018000000000000002,June
390,2018-06-09 03:00:00,0.0,June
391,2018-06-09 03:30:00,0.0,June
392,2018-06-09 04:00:00,0.0,June
393,2018-06-09 04:30:00,0.0,June
394,2018-06-09 05:00:00,0.0,June
395,2018-06-09 05:30:00,0.003,June
396,2018-06-09 06:00:00,0.004,June
397,2018-06-09 06:30:00,0.009000000000000001,June
398,2018-06-09 07:00:00,0.017,June
399,2018-06-09 07:30:00,0.028999999999999998,June
400,2018-06-09 08:00:00,0.055,June
401,2018-06-09 08:30:00,0.059000000000000004,June
402,2018-06-09 09:00:00,0.047,June
