system:time_start,precipitationCal
"Jun 21, 2018",7.323
"Jun 21, 2018",8.301
"Jun 21, 2018",8.585
"Jun 21, 2018",9.37
"Jun 21, 2018",6.711
"Jun 21, 2018",5.165
"Jun 21, 2018",4.666
"Jun 21, 2018",3.033
"Jun 21, 2018",2.241
"Jun 21, 2018",1.554
"Jun 21, 2018",1.408
"Jun 21, 2018",1.169
"Jun 21, 2018",0.404
"Jun 21, 2018",0.245
"Jun 21, 2018",0.28
"Jun 21, 2018",0.141
"Jun 21, 2018",0.082
"Jun 21, 2018",0.063
"Jun 21, 2018",0
"Jun 21, 2018",0
"Jun 21, 2018",0.102
"Jun 21, 2018",0
"Jun 21, 2018",0
"Jun 21, 2018",0.012
"Jun 21, 2018",0.025
"Jun 22, 2018",0.023
"Jun 22, 2018",0.013
"Jun 22, 2018",0.011
"Jun 22, 2018",0.015
"Jun 22, 2018",0.013
"Jun 22, 2018",0.011
"Jun 22, 2018",0.103
"Jun 22, 2018",0.003
"Jun 22, 2018",0.002
"Jun 22, 2018",0
"Jun 22, 2018",0
"Jun 22, 2018",0
"Jun 22, 2018",0
"Jun 22, 2018",0
"Jun 22, 2018",0
"Jun 22, 2018",0
"Jun 22, 2018",0
"Jun 22, 2018",0.001
"Jun 22, 2018",0.001
"Jun 22, 2018",0.002
"Jun 22, 2018",0.044
"Jun 22, 2018",0.079
"Jun 22, 2018",0.149
"Jun 22, 2018",0.21
"Jun 22, 2018",0.148
"Jun 22, 2018",0.13
"Jun 22, 2018",0.08
"Jun 22, 2018",0.283
"Jun 22, 2018",0.939
"Jun 22, 2018",0.654
"Jun 22, 2018",0.886
"Jun 22, 2018",0.206
"Jun 22, 2018",0.437
"Jun 22, 2018",0.621
"Jun 22, 2018",0.639
"Jun 22, 2018",0.297
"Jun 22, 2018",0.236
"Jun 22, 2018",0.196
"Jun 22, 2018",0.125
"Jun 22, 2018",0.35
"Jun 22, 2018",0.024
"Jun 22, 2018",0.073
"Jun 22, 2018",0.067
"Jun 22, 2018",0.135
"Jun 22, 2018",0.163
"Jun 22, 2018",0.05
"Jun 22, 2018",0.004
"Jun 22, 2018",0
"Jun 23, 2018",0.013
"Jun 23, 2018",0.013
"Jun 23, 2018",0.01
"Jun 23, 2018",0
"Jun 23, 2018",0.001
"Jun 23, 2018",0.001
"Jun 23, 2018",0
"Jun 23, 2018",0
"Jun 23, 2018",0
"Jun 23, 2018",0.009
"Jun 23, 2018",0.012
"Jun 23, 2018",0.033
"Jun 23, 2018",0.06
"Jun 23, 2018",0.09
"Jun 23, 2018",0.17
"Jun 23, 2018",0.183
"Jun 23, 2018",0.131
"Jun 23, 2018",0.077
"Jun 23, 2018",0.31
"Jun 23, 2018",0.165
"Jun 23, 2018",0.125
"Jun 23, 2018",0.002
"Jun 23, 2018",0.112
"Jun 23, 2018",0.163
"Jun 23, 2018",0.178
"Jun 23, 2018",0.22
"Jun 23, 2018",0.286
"Jun 23, 2018",0.416
"Jun 23, 2018",0.458
"Jun 23, 2018",0.596
"Jun 23, 2018",0.289
"Jun 23, 2018",0.449
"Jun 23, 2018",0.494
"Jun 23, 2018",0.631
"Jun 23, 2018",0.621
"Jun 23, 2018",0.379
"Jun 23, 2018",0.303
"Jun 23, 2018",0.159
"Jun 23, 2018",0.086
"Jun 23, 2018",0.083
"Jun 23, 2018",0.051
"Jun 23, 2018",0.024
"Jun 23, 2018",0.003
"Jun 23, 2018",0.004
"Jun 23, 2018",0.003
"Jun 23, 2018",0.006
"Jun 23, 2018",0.007
"Jun 23, 2018",0.008
"Jun 24, 2018",0.006
"Jun 24, 2018",0.01
"Jun 24, 2018",0.011
"Jun 24, 2018",0.001
"Jun 24, 2018",0.002
"Jun 24, 2018",0.031
"Jun 24, 2018",0.003
"Jun 24, 2018",0.003
"Jun 24, 2018",0.003
"Jun 24, 2018",0.003
"Jun 24, 2018",0.003
"Jun 24, 2018",0.044
"Jun 24, 2018",0.044
"Jun 24, 2018",0.09
"Jun 24, 2018",0.156
"Jun 24, 2018",0.154
"Jun 24, 2018",0.174
"Jun 24, 2018",0.326
"Jun 24, 2018",0.486
"Jun 24, 2018",0.289
"Jun 24, 2018",0.234
"Jun 24, 2018",0.065
"Jun 24, 2018",0.392
"Jun 24, 2018",0.325
"Jun 24, 2018",0.303
"Jun 24, 2018",0.237
"Jun 24, 2018",0.178
"Jun 24, 2018",0.085
"Jun 24, 2018",0.07
"Jun 24, 2018",0.003
"Jun 24, 2018",0.002
"Jun 24, 2018",0.002
"Jun 24, 2018",0.002
"Jun 24, 2018",0.032
"Jun 24, 2018",0.035
"Jun 24, 2018",0.072
"Jun 24, 2018",0.093
"Jun 24, 2018",0.074
"Jun 24, 2018",0.042
"Jun 24, 2018",0.046
"Jun 24, 2018",0.002
"Jun 24, 2018",0
"Jun 24, 2018",0.109
"Jun 24, 2018",0.121
"Jun 24, 2018",0.252
"Jun 24, 2018",0.495
"Jun 24, 2018",0.591
"Jun 24, 2018",0.498
"Jun 25, 2018",0.298
"Jun 25, 2018",0.379
"Jun 25, 2018",0.313
"Jun 25, 2018",0.257
"Jun 25, 2018",0.14
"Jun 25, 2018",0.153
"Jun 25, 2018",0.088
"Jun 25, 2018",0.175
"Jun 25, 2018",0.199
"Jun 25, 2018",0.273
"Jun 25, 2018",0.786
"Jun 25, 2018",0.841
"Jun 25, 2018",1.574
"Jun 25, 2018",2.613
"Jun 25, 2018",3.066
"Jun 25, 2018",2.646
"Jun 25, 2018",1.638
"Jun 25, 2018",0.577
"Jun 25, 2018",0.902
"Jun 25, 2018",0.465
"Jun 25, 2018",0.097
"Jun 25, 2018",0.349
"Jun 25, 2018",0.564
"Jun 25, 2018",0.627
"Jun 25, 2018",0.8
"Jun 25, 2018",0.676
"Jun 25, 2018",0.346
"Jun 25, 2018",0.175
"Jun 25, 2018",0.122
"Jun 25, 2018",0.004
"Jun 25, 2018",0.002
"Jun 25, 2018",0
"Jun 25, 2018",0
"Jun 25, 2018",0
"Jun 25, 2018",0
"Jun 25, 2018",0
"Jun 25, 2018",0
"Jun 25, 2018",0
"Jun 25, 2018",0
"Jun 25, 2018",0
"Jun 25, 2018",0
"Jun 25, 2018",0.208
"Jun 25, 2018",0.375
"Jun 25, 2018",0.854
"Jun 25, 2018",1.009
"Jun 25, 2018",1.515
"Jun 25, 2018",0.875
"Jun 25, 2018",0.36
"Jun 26, 2018",0.329
"Jun 26, 2018",0.318
"Jun 26, 2018",0.287
"Jun 26, 2018",0.215
"Jun 26, 2018",0.102
"Jun 26, 2018",0.084
"Jun 26, 2018",0.014
"Jun 26, 2018",0.014
"Jun 26, 2018",0.011
"Jun 26, 2018",0.024
"Jun 26, 2018",0.035
"Jun 26, 2018",0.149
"Jun 26, 2018",0.268
"Jun 26, 2018",0.449
"Jun 26, 2018",0.572
"Jun 26, 2018",0.568
"Jun 26, 2018",0.565
"Jun 26, 2018",0.407
"Jun 26, 2018",0.677
"Jun 26, 2018",0.572
"Jun 26, 2018",1.025
"Jun 26, 2018",1.215
"Jun 26, 2018",1.823
"Jun 26, 2018",1.656
"Jun 26, 2018",2.936
"Jun 26, 2018",3.633
"Jun 26, 2018",1.98
"Jun 26, 2018",1.52
"Jun 26, 2018",0.104
"Jun 26, 2018",0.074
"Jun 26, 2018",0.033
"Jun 26, 2018",0.026
"Jun 26, 2018",0
"Jun 26, 2018",0
"Jun 26, 2018",0
"Jun 26, 2018",0
"Jun 26, 2018",0
"Jun 26, 2018",0.006
"Jun 26, 2018",0
"Jun 26, 2018",0.001
"Jun 26, 2018",0
"Jun 26, 2018",0
"Jun 26, 2018",0
"Jun 26, 2018",0
"Jun 26, 2018",0
"Jun 26, 2018",0
"Jun 26, 2018",0.002
"Jun 26, 2018",0.001
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0.011
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0.023
"Jun 27, 2018",0.017
"Jun 27, 2018",0.01
"Jun 27, 2018",0.008
"Jun 27, 2018",0.003
"Jun 27, 2018",0.001
"Jun 27, 2018",0.001
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0.283
"Jun 27, 2018",0.481
"Jun 27, 2018",0.554
"Jun 27, 2018",0.063
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0.819
"Jun 27, 2018",2.355
"Jun 27, 2018",0
"Jun 27, 2018",0
"Jun 27, 2018",0.001
"Jun 28, 2018",0.001
"Jun 28, 2018",0.003
"Jun 28, 2018",0.005
"Jun 28, 2018",0.011
"Jun 28, 2018",0.011
"Jun 28, 2018",0
"Jun 28, 2018",0.081
"Jun 28, 2018",0.104
"Jun 28, 2018",0.174
"Jun 28, 2018",0.149
"Jun 28, 2018",0.078
"Jun 28, 2018",0.08
"Jun 28, 2018",0.074
"Jun 28, 2018",0.056
"Jun 28, 2018",0.036
"Jun 28, 2018",0.015
"Jun 28, 2018",0.007
"Jun 28, 2018",0
"Jun 28, 2018",0.049
"Jun 28, 2018",0.062
"Jun 28, 2018",0.104
"Jun 28, 2018",0.073
"Jun 28, 2018",0.064
"Jun 28, 2018",0.037
"Jun 28, 2018",0.056
"Jun 28, 2018",0.035
"Jun 28, 2018",0.028
"Jun 28, 2018",0.011
"Jun 28, 2018",0.01
"Jun 28, 2018",0.571
"Jun 28, 2018",0.054
"Jun 28, 2018",0.013
"Jun 28, 2018",0.001
"Jun 28, 2018",0
"Jun 28, 2018",0
"Jun 28, 2018",0
"Jun 28, 2018",0.104
"Jun 28, 2018",0.083
"Jun 28, 2018",0.172
"Jun 28, 2018",0.002
"Jun 28, 2018",0.003
"Jun 28, 2018",0.002
"Jun 28, 2018",0.012
"Jun 28, 2018",0.008
"Jun 28, 2018",0
"Jun 28, 2018",0
"Jun 28, 2018",0.006
"Jun 28, 2018",0.052
"Jun 29, 2018",0.056
"Jun 29, 2018",0.075
"Jun 29, 2018",0.075
"Jun 29, 2018",0.142
"Jun 29, 2018",0.147
"Jun 29, 2018",0.012
"Jun 29, 2018",0.01
"Jun 29, 2018",0.005
"Jun 29, 2018",0.003
"Jun 29, 2018",0.004
"Jun 29, 2018",0.002
"Jun 29, 2018",0.048
"Jun 29, 2018",0.088
"Jun 29, 2018",0.092
"Jun 29, 2018",0.063
"Jun 29, 2018",0.097
"Jun 29, 2018",0.1
"Jun 29, 2018",0.424
"Jun 29, 2018",0.459
"Jun 29, 2018",0.47
"Jun 29, 2018",0.507
"Jun 29, 2018",0.446
"Jun 29, 2018",0.394
"Jun 29, 2018",0.163
"Jun 29, 2018",0.207
"Jun 29, 2018",0.241
"Jun 29, 2018",0.43
"Jun 29, 2018",0.445
"Jun 29, 2018",0.288
"Jun 29, 2018",0.195
"Jun 29, 2018",0.047
"Jun 29, 2018",0.025
"Jun 29, 2018",0
"Jun 29, 2018",0.003
"Jun 29, 2018",0.005
"Jun 29, 2018",0.005
"Jun 29, 2018",0.003
"Jun 29, 2018",0.002
"Jun 29, 2018",0.001
"Jun 29, 2018",0.001
"Jun 29, 2018",0.002
"Jun 29, 2018",0.002
"Jun 29, 2018",0.002
"Jun 29, 2018",0.001
"Jun 29, 2018",0
"Jun 29, 2018",0
"Jun 29, 2018",0
"Jun 29, 2018",0
