,Amplitude,Frequency
0,16.527401917269447,0.0
1,13.697512952247763,0.00273224043715847
2,7.647580660391811,0.00546448087431694
3,3.372845831541214,0.00819672131147541
4,4.714855373634688,0.01092896174863388
5,5.6201609829971995,0.01366120218579235
6,5.2451085145724905,0.01639344262295082
7,4.572706816750114,0.01912568306010929
8,4.207293083856737,0.02185792349726776
9,4.661525372987852,0.02459016393442623
10,4.698027554751047,0.0273224043715847
11,4.195679169303304,0.030054644808743168
12,4.178174410674692,0.03278688524590164
13,5.09420079960298,0.03551912568306011
14,5.782660716377366,0.03825136612021858
15,5.38962698895696,0.040983606557377046
16,4.903550070103356,0.04371584699453552
17,5.031998642243005,0.04644808743169399
18,4.26540910346454,0.04918032786885246
19,2.3091615659889486,0.05191256830601093
20,0.4120339300692521,0.0546448087431694
21,0.9440121946317358,0.05737704918032787
22,0.5810890207211713,0.060109289617486336
23,3.101856273707713,0.06284153005464481
24,5.616616463898755,0.06557377049180328
25,6.2338788382442765,0.06830601092896176
26,4.8309828192369,0.07103825136612021
27,2.591021309352595,0.07377049180327869
28,1.7067369306054574,0.07650273224043716
29,1.7165727495973229,0.07923497267759563
30,3.2030943459487626,0.08196721311475409
31,4.770654976267161,0.08469945355191257
32,5.077289711812139,0.08743169398907104
33,4.790825495324073,0.09016393442622951
34,4.535508738673596,0.09289617486338798
35,4.465919138805177,0.09562841530054644
36,3.99856796537379,0.09836065573770492
37,2.9077298789557355,0.10109289617486339
38,2.2291750741340395,0.10382513661202186
39,2.6249728161393615,0.10655737704918032
40,2.2208399691493192,0.1092896174863388
41,1.4260465616537377,0.11202185792349727
42,3.5130714436491908,0.11475409836065574
43,5.054046156588481,0.11748633879781421
44,4.850802350654028,0.12021857923497267
45,3.55271865868916,0.12295081967213115
46,1.8557064409542456,0.12568306010928962
47,3.022288847994913,0.1284153005464481
48,6.044868817512155,0.13114754098360656
49,7.460040356407218,0.13387978142076504
50,6.197146643622611,0.1366120218579235
51,3.127032305974473,0.13934426229508196
52,1.4035542468874385,0.14207650273224043
53,2.243114766443888,0.1448087431693989
54,1.6535296909316537,0.14754098360655737
55,0.6607036772978222,0.15027322404371585
56,1.33192375697437,0.15300546448087432
57,1.940169974122837,0.1557377049180328
58,2.310880099102932,0.15846994535519127
59,3.0397760275911314,0.16120218579234974
60,3.530364596079217,0.16393442622950818
61,3.3683790313280895,0.16666666666666666
62,2.54148783204326,0.16939890710382513
63,2.281657137147847,0.1721311475409836
64,2.8041179703874923,0.17486338797814208
65,3.023909464362199,0.17759562841530055
66,3.3143548178775664,0.18032786885245902
67,3.1467646452936457,0.1830601092896175
68,2.013138971756951,0.18579234972677597
69,0.713675088815196,0.1885245901639344
70,1.6694228901050898,0.1912568306010929
71,1.7360393034240245,0.19398907103825136
72,1.758535120243938,0.19672131147540983
73,3.035658510749263,0.1994535519125683
74,3.4609005567323265,0.20218579234972678
75,2.313953915746897,0.20491803278688525
76,0.8364895561743813,0.20765027322404372
77,0.9787822543687615,0.2103825136612022
78,0.9889124341535209,0.21311475409836064
79,1.4401133257830216,0.21584699453551912
80,2.237321241819016,0.2185792349726776
81,2.1979358440318135,0.22131147540983606
82,1.7228625252083358,0.22404371584699453
83,1.7740611018662622,0.226775956284153
84,1.8742254733439572,0.22950819672131148
85,1.7812245497845922,0.23224043715846995
86,1.3994532421651789,0.23497267759562843
87,0.7160808729878667,0.23770491803278687
88,0.7032483422500311,0.24043715846994534
89,0.4753285509218611,0.24316939890710382
90,0.8760216822295888,0.2459016393442623
91,2.5422354628437107,0.24863387978142076
92,3.4944731069324995,0.25136612021857924
93,3.0888890401165305,0.2540983606557377
94,2.186942632106852,0.2568306010928962
95,2.2072950873871746,0.25956284153005466
96,2.9253060223689817,0.26229508196721313
97,3.7946541805408405,0.2650273224043716
98,3.92862860883093,0.2677595628415301
99,3.0880129673267236,0.27049180327868855
100,2.1449035679943433,0.273224043715847
101,2.330713480497897,0.27595628415300544
102,2.5503409813476408,0.2786885245901639
103,2.3982590453013497,0.2814207650273224
104,2.638980720443018,0.28415300546448086
105,2.5376029333592776,0.28688524590163933
106,1.7390739209770159,0.2896174863387978
107,1.4890527731347347,0.2923497267759563
108,2.1848320415909384,0.29508196721311475
109,2.7399402008172298,0.2978142076502732
110,2.7773709097812223,0.3005464480874317
111,2.4028080825829456,0.30327868852459017
112,1.4044067973856356,0.30601092896174864
113,0.589949488655082,0.3087431693989071
114,0.68388898571197,0.3114754098360656
115,1.145283224461446,0.31420765027322406
116,1.9057426379841285,0.31693989071038253
117,2.1473733980789538,0.319672131147541
118,1.726885044733301,0.3224043715846995
119,1.081757043502101,0.3251366120218579
120,0.8480325753541877,0.32786885245901637
121,1.0082429773174595,0.33060109289617484
122,1.680090271518445,0.3333333333333333
123,2.1820609952316468,0.3360655737704918
124,1.8397418787168938,0.33879781420765026
125,1.2739103964442708,0.34153005464480873
126,1.1937546331756823,0.3442622950819672
127,1.6519511553489912,0.3469945355191257
128,2.504596845401888,0.34972677595628415
129,2.9192619280875167,0.3524590163934426
130,2.610547018558665,0.3551912568306011
131,1.9544450296284495,0.35792349726775957
132,1.7413322273411165,0.36065573770491804
133,1.8957728297717855,0.3633879781420765
134,1.9447584211833187,0.366120218579235
135,1.8460908506343072,0.36885245901639346
136,1.3731367289400336,0.37158469945355194
137,0.7485368916623016,0.3743169398907104
138,0.5199582942905406,0.3770491803278688
139,0.7570479373455246,0.3797814207650273
140,1.7123486790822913,0.3825136612021858
141,2.2695801224050225,0.38524590163934425
142,1.9539795002559524,0.3879781420765027
143,1.055462967116356,0.3907103825136612
144,1.0175395604118993,0.39344262295081966
145,1.6781089588139786,0.39617486338797814
146,2.262695786554042,0.3989071038251366
