Day,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
16,0.0005472817777966551,4.376408270272015,1.5727820431054755,10.520352336323878,5.114007333270321,22.273242828738553,5.168999106459677,0.7982827397517127,0.22498035029382993,0.0,31.94789738696546,20.527978127834427,8.597985482482335,115.82709052842304,15.264552311613617,2.5508379012078226,0.0,27.493957200040747,0.09079429759149443,0.5851070028541772,15.754139763978527
17,0.0013456884689629618,20.40735543814112,2.7163978055158977,15.105471596778614,2.375769253649945,12.33208720464467,5.375154316143149,2.2709426150385377,0.25430913716984865,0.18981392801108082,4.282872542515459,6.156063045859413,74.75570033606164,17.24659993459198,1.1423263662282463,1.3270046899804335,0.22605298542348168,12.513168387288834,8.748802515409718,0.20372159644732643,19.89996952924674
18,0.0,2.158056889031382,3.0165277253947504,5.570923561030551,9.094559387871453,6.38546038258777,54.2193213676879,0.43573257374018864,5.734723569078092,16.553283303777697,40.25545591610325,0.0004115098867985228,12.16067714459913,28.076166466822738,0.39204918895305274,3.354041107084522,10.610029880010933,0.6128552989654773,7.62686236197446,0.030212389047906463,15.664588673843904
19,0.7818580168684092,0.14678429813180133,2.9601617892155128,53.27673059205754,0.11487453004786512,3.662028717837853,35.600674924194344,0.7356731048314818,0.01712757341947233,50.82201268331543,0.6356933415897148,0.4602733573372168,0.22895280985736413,0.7848504308945485,0.3584209613751412,12.56203606219681,47.029613153293894,1.1272375977464142,31.376406995109033,0.956895852535537,1.394972527362942
20,0.5806998183469162,0.05821476910974677,1.079496627460614,12.492343107020911,0.06891093941194462,8.397653758071872,34.30047608076409,40.79122609465013,0.2179025914161584,81.98778841066381,37.87146398105656,2.24069848452192,0.024818225230635163,1.9917055546819593,0.06573323201501025,68.31503089412337,10.213807788389436,0.984070109007903,12.201315330901222,0.0032283585034982108,0.3963512661838477
21,2.5281184875234635,1.5655996125054307e-05,0.10511864509489972,44.23636032916857,0.08676268585474836,0.5063800474231752,17.93574812674981,25.90159064354049,3.9468624817902884,37.27020826428723,1.088536692364823,5.2389174136465195,1.2687537562818173e-05,1.955026255807086,0.20840232379221635,173.61140819885733,8.315957412722744,0.05188117555311369,94.24372633494355,0.005529304199751501,0.6228567227371808
22,0.0,8.287336604229956e-11,1.3543936819984514,9.30239901489908,0.012692600651766453,1.111095110655398,84.49385393313682,162.7207772310763,0.1535939265711454,4.1387263248693955,21.81384440104771,1.751414700896129,0.17810998868227448,1.5201459929416896,3.6675592077704244e-05,34.16274636474878,0.28148004516901143,0.6101833386635903,7.424877877409084,19.948925897653382,0.205271893920568
23,0.06284555315409572,0.00015174839618722343,2.6369368674584006,13.387910119602356,0.0,6.833702548503064,87.90005803571108,57.69332782910934,0.013890883257319474,1.084001681739009,8.710621542206423,0.0,2.307489971258752,0.1985013062935033,0.1664984241266941,45.30030490668951,21.772938093181725,0.7126345300873174,7.441330460559756,18.200323570304427,0.029204774099417522
24,0.09693002655543423,0.031113815603640592,27.331393015894808,10.916107862465678,0.3131225547042624,2.78463808540568,28.81119168731078,23.74224775879714,0.8688192295469789,0.4438869412717078,1.4212643717159772,0.4233139934193939,13.41506935497435,39.88807212149377,0.004635110163364108,8.555538708811138,12.009375747629674,10.083112971704349,6.20091483050954,35.61730407174187,0.5907867842180843
25,1.9719813713819645,0.0,128.99155610277916,7.612938568581717,0.0002869760051618206,29.979396671595456,1.5274851450842386,2.003020878369585,2.3893276614489194,1.8682834263430002,0.08317464540223538,21.296143320326475,5.6555561809550525,44.18523686501664,0.0,0.5081641697110864,21.664883231943094,11.234563060081467,26.38710722192642,7.280329601896697,38.34517352726807
26,3.7102754122631234,0.04807974411287621,86.2631799051282,1.9528630530818922,12.388104087398803,124.65335562670904,5.0579873677693765,1.9077105132635732,2.6015094200719115,1.511961902983211,2.741295369149279,41.67051687343452,4.0796180754804485,6.083081977581529,0.041426835917878435,0.010743503041419019,11.83658848351737,24.041879233607244,21.740444265183584,9.975857121400892,16.864094010968852
27,2.140146848720573,3.1603786821208075,15.283050468902292,6.470430334613425,0.08404458801165474,49.01128670446652,15.643990449232847,5.74019124728526,0.5444738918504661,0.8767550993403584,9.69802458621357,5.754998950397649,17.223281258746976,6.358682496662057,0.13314287310006784,0.2712732138710077,3.3139832737774033,11.30561355192642,4.636944907321905,47.102876729954026,73.64399608765241
28,3.1411871616891274,0.377671881005217,1.526456511896996e-06,16.049983772586245,1.6277697515193024,62.58497360754373,32.21710548387898,62.16488849728322,5.324149759814983,0.7135445913386463,6.969640794410217,6.508904010168809,10.66716408452363,0.9514510394816065,0.29029589493917735,0.336437414460063,20.55164962916317,17.648479915994503,2.4957152276506096,103.11554796624388,46.51894634824197
29,50.90598430015103,1.0292820653910586,0.05120920302201496,21.998200603555812,0.30726585607627416,85.2731939442429,15.590513436264017,45.66355222634715,114.4746672625795,2.937515431371586,2.405998465708409,0.9876735093094826,0.6515147349176701,1.8808708355242352,0.11518007006589825,1.9305494039482227,7.288738204386393,39.30305097164555,5.792991577652116,43.66952226583407,60.85468024923817
30,30.87856466090121,0.04517344945755005,0.07798050441092017,2.9832900506945306,1.474977057182376,16.614226092994606,11.999522573259263,81.19760349399503,76.05757518656209,2.2619516928949412,16.94988828297058,0.009270583546835498,3.1011303054892823,1.2341717865423576,0.022039049499294378,0.9024666484634152,16.457040958883024,7.126395915097859,0.6701308330641336,23.941802668920765,13.262312784608834
