Year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2000,0.0335963800713612,0.09935261059730129,0.0,1.0052768236790806,0.352036665399857,7.405695888966239,1.9767454694604836,77.10936597177914,79.8772142851553,88.54843516172689,30.388197618851297,0.03132891356468034,0.27513496747011296,0.007206905778826156,6.887006758377599,0.008446948433906722,5.754221801893613e-07,10.078262609529496,7.484510224081024,41.364143088862726,1.9923564101174978,30.15361176945653,50.19799047098276,130.28718311444123,3.870781196147201,5.57886512319916,29.07052086123121,14.482288457536697,5.0962141849017994,1.1462191447733416,0.42607234415362205
2001,3.506640730049637,0.4781607855415017,6.969913731391078,43.605356450156336,27.650609627876854,79.62421410134425,185.7768334922978,6.6518681909262805,25.88231523579052,2.3001086287636485,5.144301020861527,0.5659929474403355,10.928534582388387,20.264909786629683,19.034375301732233,7.940205050079655,0.38925002873581577,0.04964128102866226,2.1350916174655112,69.8727287189337,4.364985738576594,0.017253383740694545,0.15295450430789181,0.015564146558061423,0.03642314154977085,0.001735263827574067,0.47287169160598985,0.11235634868305502,0.06522029839440552,0.0,4.856141701443989
2002,13.793367010760996,111.18465957514638,34.044191942770865,84.79257487240231,4.597886708378692,43.66326690046499,51.92434579609714,42.49562907722702,18.00078506883234,13.361735228667309,38.347118000478524,4.175307159140867,0.2755474026826378,0.03109282599768159,0.18642755159899102,0.9915636613906982,4.6001673134676455,2.2629502631877862,1.910235343638336,0.038774699074912246,0.1214865477207036,1.5677490383202362,14.785100302586079,116.6334609569407,41.78543452350708,0.004095273081146683,0.02105804102045355,0.0006752951304857338,0.8728847574996469,4.497853279647809,8.068572224306726
2003,1.9472260539837971,32.123055148502026,58.02058021603609,14.673439629389627,20.435523096756178,25.539162954286805,16.925628368044542,7.688230731724935,1.1948685900773621,0.8247533610986115,0.09783248330627453,3.564854743439267,2.552491260837004,7.193688729082228,7.8034316904629355,0.7176068189001533,0.09766492846504968,2.002361201427989,0.6739363951036271,0.0002839757204178598,0.49544532627117643,109.7961267802102,136.67184916798678,3.8444029399507946,0.02082251663102007,0.14989370376281644,2.019103501028937,35.45361642734173,25.451952801275578,4.810049886374389,1.7099042344050115
2004,153.69604043618813,322.8900639361494,140.17034842057885,76.9838989813536,29.15699299135931,2.008019438121591,0.7302607159358125,20.712189502967508,0.8920075213622923,4.775125510646783,92.14441237125585,4.65968609253487,3.0295078166104035,0.570754281383751,1.499453606286211,1.1788925205488687,0.4991470118475094,2.652421616943696,5.205680408893317e-07,0.08031518603545061,23.331761071412508,12.271155658555706,1.400556392005665,0.2394590849958051,0.07764273630259429,0.00010507079432106831,0.0,0.6097010015228176,0.006937378299627373,0.004847945562860063,0.07368545727075768
2005,320.0267358093761,33.80147593111975,3.1186566464202317,6.005917657654427,136.46004763814204,8.158209708105788,0.27811439527657456,0.0,0.006121424885024027,0.00016354488731583076,0.07307288701029341,0.07687652356273217,0.0047717614033299695,0.00020015028216117058,0.9824425980761503,18.887508324497734,29.669352636842213,0.40640718237811657,23.69156535597902,15.391126164790895,17.957138595050115,0.0026713983147783745,0.04076250626733726,0.006915050155982634,0.23300959580644953,1.0034410914010825,1.5473522944414873,0.033283362559966265,10.19351603342811,80.3078442446594,52.76073213568905
2006,47.011545612052046,2.9143893381131556,22.954026153970972,42.231730302378566,220.02305760171467,373.22363462170887,202.26784650363663,85.66571443602396,26.025332325111055,17.68367887667286,3.550461473255275,1.4964021046967975,7.265265465909275,5.817615206969611,0.37066618556665254,42.29860964703661,18.010120749799373,2.407272123183393,0.025599544582092466,1.0716870164815628,0.007492757854151802,1.0415682707368854,1.4123418980960105,0.12346513043552675,0.12887732168806382,0.15870100539302986,0.5708869361059292,0.27825851486299125,3.6041920179255316,1.3748720231957623,0.988585766093162
2007,1.3887418668618763,10.212414406539445,92.48363508959052,38.7604073804091,34.565300931573674,18.25049384090206,68.3765342029763,13.238990905245258,5.944978267918147,1.7420196480464722,7.4442492645935365,6.780393690191132,3.35041554275625,4.176244523356836,0.15056598945018482,0.5885391776812559,1.4876502774359142,8.613228380018974,19.39241103345084,2.176055707153078,0.8201141820997075,4.187917407339764,0.9880607051713747,7.778414499790222,64.91949021375298,93.27230138680981,96.04461362913067,96.68953338341117,85.99965167534812,10.095781772320917,2.7133146454831185
2008,4.743058142879595,6.369114521895269,1.2697507588194614,39.288716461392475,65.41543579790272,9.620189715324095,5.443315408533866,25.524207419595125,55.7255571890695,135.46743474702325,109.51348401638879,0.5483041790322669,1.1821433371143184,1.0434716815246554,0.8527762430077154,1.1450293874354593,0.17272297547996285,0.0840035327733492,3.74500227881758,0.49908409178564356,0.010363483146091337,0.02659390735035996,0.2829363823485696,0.008222172808162991,50.41613234891039,9.091314388833588,0.11030793322314857,5.050751100993876,34.03716342884791,46.97264104244002,172.68976695173907
2009,0.0011743769647774855,0.16666409480200844,0.10976470118928018,0.22267550397881852,0.027165700960803476,0.030066782183372373,0.6145233380793194,0.09986754855603042,0.07318265803340891,1.527310363359779,17.016957450834422,3.8442880133748094,0.17629730631216922,3.8678459739928623,2.1330411105821305,0.8811443533350711,4.8334917690513794,12.653997854559082,72.92838424530245,101.8200230134935,60.8511464586663,61.695810664871566,109.66881033895427,99.34447984178084,14.38584801323006,3.5518909226392172,0.9659565951334529,2.0617498894473347,1.1547103812523625,0.38643619891155795,0.9174216774920843
2010,4.93124105054259,7.7310502952654865,14.33603163280767,2.068902039171245,0.17245758904255676,95.851039284105,38.673422248472384,0.6378510139211665,0.0,0.0,1.0936410486725996,32.90432076749106,26.775365354137744,0.6704115623739766,2.20890635215198,12.446038601811528,37.313778906204064,16.678403025827492,5.044927749448221,21.520573070713215,7.25024298795803,0.26003045194011465,0.10933591925159955,0.976768774647765,12.031894632951438,139.33038712165225,36.0937506696258,19.207595309584715,142.06747079445722,118.16427174843666,105.27081280959733
2011,14.760509731539146,4.13645213787653,9.257904132162304,3.967510292353853,1.0775268662774917,15.35368714175173,3.710723596902355,0.8453690662880953,0.37843326731529586,0.08949255281706894,0.23591734223137714,3.0378343733465014,5.718206519931639,15.706259841466053,0.23072477699000987,1.3271701208458462,0.1840723843492993,18.49649767897352,8.494159656028687,114.52779082212474,13.8886684294946,12.689061893858222,25.34410081891995,24.307109921477537,25.187509355579287,77.08332328113798,68.26740594466295,42.01546775521415,167.14589945492577,3.161866917375372,6.042458169708173
2012,39.87216665385889,8.598241473418621,69.60186240692202,20.751720872041094,10.649244969918904,19.22088034878061,10.730923343103608,11.148246658853255,12.005307332549895,4.786839877809289,2.0908699869513345,24.535656885983215,0.1256913278667809,0.3272489829701464,0.06697719567110359,0.12642827522141709,0.6566356534798542,0.15025968134651854,85.80688178144281,1.094175830231617,18.70245800352288,1.6018403661845635,0.9151753486654867,0.237647293691292,0.342930592543604,10.173016710748188,38.19835225669906,5.571656036344186,13.349466798929162,147.04432613184665,50.62130933507324
2013,196.4801233986969,51.80967474834592,0.08161851421273408,0.5443840812737945,1.7429606793604127,3.0222968600487605,0.7236315394680428,1.9030496063874922,6.293532731793476,3.7036092036303248,2.1694106930391936,18.219316570050022,10.912553290387482,3.2849176704392264,0.5900930505667982,12.687988592449605,5.743306688722728,0.45747058884727715,4.754886303918691,0.5958407644840117,0.14269196532881936,0.7249240173254752,3.8576934506592586,3.4227422311066196,22.6613802565733,1.2590105937591594,0.825977289890578,2.297476149708608,2.243517289886064,0.4501636876719055,0.06888453817444433
2014,0.330247625386621,0.10010040754193787,6.071570669150068,76.60946061621718,18.148182322285518,4.922005640602713,0.8059109459261049,0.18760914566764272,0.1954691636383316,2.950406153390238,0.6600923038253804,0.14716746103136052,0.12353991451239178,0.15395012414898213,0.8304782442656986,0.9885121640046077,0.2952533282599783,6.894554102545784,17.893898750215467,94.57337224913572,127.59301385758489,28.137413925136123,30.767626478386717,131.02477818419928,43.990231009346736,57.39352832831765,57.14754550151595,40.708241728876274,45.88605978649023,28.92353172175815,36.199520663537974
2015,0.5123282842038827,1.303946041697976,8.829550857163976,100.4927647038638,145.21628164031435,14.141915418006022,0.7646141009734174,0.25647798131208027,0.593315311292791,2.967029139723562,1.9225959514121467,35.68934394926998,12.702597240507414,2.823487481173576,0.849575820215103,2.457063360323966,1.9195039057678889,7.051580534021531,2.5637269741968525,1.0847405966280002,2.8400039096333827,2.2417711585974613,3.858144278973683,1.153350561239906,9.05432329511874,0.035447988106722284,0.6701075582440297,10.138016402610239,2.7023409390876325,7.690219047501355,1.099327266410051
2016,108.01485623589292,336.35556937518754,142.17457883539822,1.5230212109063284,118.05329748797317,11.17878449384511,4.954102519059674,1.541888509914129,1.1677386509385732,2.9619125884285844,0.9746962107807848,3.3890167429784035,0.018024887734846576,0.24113045963553037,0.00035147183436034244,0.4446169818933791,0.70218112122854,1.6091261902010876,4.924882652991864,0.22081861702216016,1.4242252269738584,7.2394685015209665,1.3394415890115388,0.5594668123986924,0.2503223462082358,5.146222583181773,11.601891122656994,11.759125777107966,2.8230951424794712,5.9997255912485175,3.84920136470169
2017,0.64816652041572,0.2536052440697256,0.1497199243238316,0.05865705539165524,0.00665771912883064,0.05533036159502302,0.713838102183904,0.5673237309989915,9.424519485532905,9.251684511820942,5.406341788542033,1.6340907092320511,1.1732308028305498,12.027154691412663,4.813595127436745,0.6258538486155921,0.9785127855218035,6.521660700008574,83.23041058177337,301.06299682983234,20.892433514927884,0.10760566797083125,1.2577594903881206,0.45134785258119264,21.776832512494423,6.003436904622812,30.643710841546213,62.84636719499155,37.949982005658285,0.10296311938009851,0.0
2018,2.884199203086161,0.43603418698722535,8.374263359896737,4.8584482206425,0.1284555245456603,0.25777948698230924,0.5633443544318396,1.3456989912717519,1.1201540655315803,0.03767861022721688,3.3627166162754434,10.890758921316706,0.40743129612537954,0.2586358555226658,1.2834312812151232,198.65190510878247,24.94249506505121,3.2491551706833985,9.846210679153906,91.2176226717876,102.1551262734399,4.811835391759514,0.49898424525273816,0.14135669910253015,0.9662917559987687,3.5941282592187225,16.734730019429097,3.6349715460002168,0.3170765985848684,0.38359491268616713,0.659857420635888
2019,17.87662240209186,55.420315094935916,65.01884863800223,232.76537140384733,49.48623174094939,36.39186086633008,45.97383003978101,97.05089453372123,7.508106583604646,2.640479749881174,0.2716721180583465,0.2462488331965544,1.1369645171367624,4.795048449905547,4.150502217773295,0.1289393679033784,2.2507348830088105,0.03893956419140657,2.083188018236314,4.062959295909304,1.5975502151909473,0.37190647264619475,2.791429143689532,0.24886917077995274,0.36903040359047934,0.7195825565636442,0.557274384199262,0.28622248712343146,4.576004081172381,28.491035436057413,42.2924107694009
2020,0.02651101094868312,1.1982103447567232,27.770727354017684,49.421958802560816,43.7150700636404,5.512534563071569,0.014008110724385618,0.06439899521781826,0.394523026564974,79.57028877563859,14.931075839766324,37.60385717361961,97.74059082570703,99.21363970241286,39.64609864974491,48.24504823736691,9.566510836724433,4.978978260170613,0.40142618148719417,19.306020685770157,19.179896758442627,10.07752634261314,0.13526747935187278,0.04036797331217558,0.0001653458665736709,3.8832248802114133,2.7251285378662193,13.800386214573617,37.20312658324837,13.765517065837676,0.0023879856384153024
